STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,OBAMA_VOTES,OBAMA_%,MCCAIN_VOTES,MCCAIN_%,OTHER_VOTES,OTHER_%
OK,PAYNE,40,119,10601,0.365,18435,0.635,0,0.000
TN,HUMPHREYS,47,085,3600,0.475,3818,0.504,162,0.021
NC,BERTIE,37,015,6365,0.652,3376,0.346,22,0.002
NC,ORANGE,37,135,53806,0.718,20266,0.271,838,0.011
NC,DURHAM,37,063,103456,0.756,32353,0.236,1088,0.008
AR,WASHINGTON,05,143,29021,0.424,37963,0.555,1396,0.020
NC,DARE,37,055,8074,0.447,9745,0.540,229,0.013
TN,GIBSON,47,053,7406,0.349,13516,0.636,331,0.016
NM,SANDOVAL,35,043,32669,0.557,25193,0.430,768,0.013
NM,HARDING,35,021,260,0.415,358,0.572,8,0.013
TN,DYER,47,045,4411,0.305,9859,0.682,180,0.013
NC,NASH,37,127,23099,0.490,23728,0.504,291,0.006
TN,JEFFERSON,47,089,5178,0.279,13092,0.707,262,0.014
TN,KNOX,47,093,70215,0.377,113015,0.607,2856,0.015
TN,COCKE,47,029,3340,0.268,8945,0.717,196,0.016
TN,CUMBERLAND,47,035,7889,0.307,17436,0.678,387,0.015
OK,KINGFISHER,40,073,1009,0.158,5372,0.842,0,0.000
OK,LOGAN,40,083,5717,0.313,12556,0.687,0,0.000
OK,BLAINE,40,011,1011,0.246,3101,0.754,0,0.000
OK,DEWEY,40,043,346,0.157,1857,0.843,0,0.000
OK,CREEK,40,037,8318,0.292,20187,0.708,0,0.000
OK,WAGONER,40,145,8810,0.291,21441,0.709,0,0.000
OK,CHEROKEE,40,021,7194,0.439,9186,0.561,0,0.000
OK,ADAIR,40,001,2052,0.307,4638,0.693,0,0.000
NC,MITCHELL,37,121,2238,0.285,5499,0.701,109,0.014
NC,EDGECOMBE,37,065,17403,0.671,8445,0.326,82,0.003
TN,CARROLL,47,017,3980,0.342,7455,0.640,211,0.018
TN,DEKALB,47,041,2832,0.401,4085,0.578,148,0.021
AR,STONE,05,137,1598,0.300,3534,0.664,192,0.036
AR,NEWTON,05,101,1182,0.298,2588,0.654,190,0.048
NC,CALDWELL,37,027,12081,0.344,22526,0.641,548,0.016
AR,SEARCY,05,129,961,0.250,2726,0.709,160,0.042
TN,RUTHERFORD,47,149,40460,0.398,59892,0.589,1385,0.014
NC,YANCEY,37,199,4486,0.462,5045,0.519,186,0.019
TN,WHITE,47,185,3372,0.350,6103,0.633,172,0.018
NC,WAKE,37,183,250891,0.567,187001,0.423,4353,0.010
NC,MARTIN,37,117,6539,0.521,5957,0.475,45,0.004
NC,MADISON,37,115,5026,0.484,5192,0.500,161,0.015
NC,DAVIE,37,059,6178,0.303,13981,0.686,209,0.010
TX,ROBERTS,48,393,41,0.079,477,0.921,0,0.000
TX,HEMPHILL,48,211,216,0.138,1345,0.857,9,0.006
TX,HUTCHINSON,48,233,1322,0.151,7361,0.840,78,0.009
TX,HARTLEY,48,205,250,0.126,1711,0.862,24,0.012
NC,IREDELL,37,097,27318,0.373,45148,0.617,696,0.009
TX,MOORE,48,341,1123,0.206,4282,0.788,32,0.006
TN,WILLIAMSON,47,187,27886,0.298,64858,0.693,902,0.010
NC,ALEXANDER,37,003,5167,0.299,11790,0.683,297,0.017
TN,ROANE,47,145,7224,0.310,15658,0.673,394,0.017
TN,SEVIER,47,155,8604,0.254,24922,0.734,415,0.012
NC,DAVIDSON,37,057,22433,0.327,45419,0.662,729,0.011
OK,ROGERMILLS,40,129,287,0.160,1502,0.840,0,0.000
NM,MCKINLEY,35,031,16572,0.714,6382,0.275,253,0.011
NM,SANTAFE,35,049,55567,0.769,15807,0.219,849,0.012
AR,MISSISSIPPI,05,093,6667,0.476,6976,0.498,367,0.026
NC,BURKE,37,023,14901,0.398,22102,0.590,440,0.012
TN,CROCKETT,47,033,1967,0.326,3994,0.662,76,0.013
AR,CRAIGHEAD,05,031,11294,0.365,18881,0.610,793,0.026
NC,TYRRELL,37,177,933,0.488,960,0.503,17,0.009
TN,HICKMAN,47,081,3563,0.419,4784,0.563,151,0.018
NC,WASHINGTON,37,187,3748,0.581,2670,0.414,36,0.006
NM,LOSALAMOS,35,028,5824,0.526,5064,0.458,181,0.016
TN,CANNON,47,015,2011,0.368,3322,0.609,124,0.023
NC,MCDOWELL,37,111,6571,0.357,11534,0.627,281,0.015
TN,LAUDERDALE,47,097,4322,0.463,4933,0.528,83,0.009
OK,LINCOLN,40,081,3504,0.251,10470,0.749,0,0.000
AR,INDEPENDENCE,05,063,3688,0.300,8255,0.671,356,0.029
NC,RANDOLPH,37,151,16414,0.282,40998,0.705,735,0.013
TN,LOUDON,47,105,6058,0.273,15815,0.713,311,0.014
AR,JACKSON,05,067,2207,0.395,3118,0.559,257,0.046
TN,BLOUNT,47,009,15253,0.295,35571,0.689,821,0.016
NC,CHATHAM,37,037,17862,0.543,14668,0.446,350,0.011
NM,SANMIGUEL,35,047,10320,0.797,2478,0.192,143,0.011
NC,WILSON,37,195,19652,0.528,17375,0.467,164,0.004
NC,ROWAN,37,159,23391,0.380,37451,0.608,718,0.012
OK,OKMULGEE,40,111,6191,0.415,8727,0.585,0,0.000
OK,MUSKOGEE,40,101,11294,0.425,15289,0.575,0,0.000
TN,WARREN,47,177,5515,0.383,8562,0.595,323,0.022
TN,MAURY,47,119,3131,0.300,7135,0.685,156,0.015
TN,DECATUR,47,039,1566,0.329,3101,0.651,96,0.020
TN,PERRY,47,135,1329,0.443,1596,0.532,75,0.025
NC,PITT,37,147,40501,0.541,33927,0.453,456,0.006
NC,CATAWBA,37,035,25656,0.369,42993,0.619,802,0.011
NC,BUNCOMBE,37,021,69716,0.563,52494,0.424,1585,0.013
TN,RHEA,47,143,2907,0.262,8042,0.724,157,0.014
TN,VANBUREN,47,175,849,0.389,1294,0.594,37,0.017
TN,HENDERSON,47,077,3021,0.279,7669,0.708,144,0.013
TN,HAYWOOD,47,075,4893,0.603,3165,0.390,63,0.008
NC,JOHNSTON,37,101,26795,0.377,43622,0.614,600,0.008
OK,CUSTER,40,039,2660,0.253,7842,0.747,0,0.000
CA,SANBERNARDINO,06,071,315720,0.521,277408,0.458,13206,0.022
CA,SANLUISOBISPO,06,079,68176,0.514,61055,0.460,3422,0.026
CA,KERN,06,029,93457,0.401,134793,0.579,4600,0.020
TN,MADISON,47,113,4320,0.383,6755,0.598,214,0.019
AR,VANBUREN,05,141,2151,0.321,4276,0.638,276,0.041
NC,HAYWOOD,37,087,12730,0.454,14910,0.531,427,0.015
AR,FRANKLIN,05,047,1869,0.289,4411,0.681,195,0.030
TN,BLEDSOE,47,007,1517,0.317,3166,0.662,101,0.021
AR,JOHNSON,05,071,3034,0.371,4922,0.602,224,0.027
AR,CRAWFORD,05,033,5238,0.255,14688,0.715,606,0.030
TN,MEIGS,47,121,1372,0.324,2797,0.660,68,0.016
NM,QUAY,35,037,1547,0.387,2367,0.592,82,0.021
NC,BEAUFORT,37,013,9454,0.411,13460,0.585,96,0.004
AR,POPE,05,115,6002,0.272,15568,0.705,509,0.023
OK,CANADIAN,40,017,11426,0.239,36428,0.761,0,0.000
OK,OKLAHOMA,40,109,116182,0.416,163172,0.584,0,0.000
AR,CLEBURNE,05,023,2951,0.260,7962,0.702,425,0.038
TN,MARSHALL,47,117,5541,0.295,12989,0.691,259,0.014
AR,POINSETT,05,111,2742,0.346,4903,0.618,283,0.036
NC,HYDE,37,095,1241,0.503,1212,0.491,16,0.007
TN,COFFEE,47,031,7132,0.343,13250,0.637,408,0.020
TN,BEDFORD,47,003,5027,0.324,10217,0.659,263,0.017
NC,SWAIN,37,173,2806,0.484,2900,0.500,92,0.016
TN,MONROE,47,123,5053,0.301,11484,0.684,240,0.014
TN,LEWIS,47,101,1804,0.373,2951,0.610,79,0.016
NC,GREENE,37,079,3796,0.469,4272,0.527,35,0.004
TN,TIPTON,47,167,7931,0.313,17165,0.678,220,0.009
TN,MCMINN,47,107,2060,0.280,5145,0.699,155,0.021
OK,SEQUOYAH,40,135,4454,0.320,9466,0.680,0,0.000
OK,OKFUSKEE,40,107,1480,0.359,2643,0.641,0,0.000
NC,LEE,37,105,10784,0.453,12775,0.537,229,0.010
TX,OLDHAM,48,359,102,0.111,813,0.884,5,0.005
TX,CARSON,48,065,406,0.136,2548,0.855,26,0.009
TX,GRAY,48,179,1153,0.142,6924,0.851,56,0.007
TX,WHEELER,48,483,314,0.140,1918,0.854,13,0.006
TX,POTTER,48,375,8939,0.298,20761,0.692,313,0.010
NC,RUTHERFORD,37,161,9641,0.336,18769,0.653,310,0.011
NC,WAYNE,37,191,22671,0.455,26952,0.540,259,0.005
TN,CHESTER,47,023,1797,0.278,4587,0.710,75,0.012
NC,HARNETT,37,085,16785,0.412,23579,0.579,341,0.008
NC,CLEVELAND,37,045,17363,0.396,26078,0.595,394,0.009
NC,LINCOLN,37,109,11713,0.327,23631,0.660,454,0.013
TN,SEQUATCHIE,47,153,1717,0.316,3610,0.664,110,0.020
OK,MCINTOSH,40,091,3320,0.404,4903,0.596,0,0.000
OK,CADDO,40,015,3404,0.347,6413,0.653,0,0.000
AR,WHITE,05,145,6732,0.250,19467,0.722,756,0.028
TN,GRUNDY,47,061,1971,0.425,2563,0.553,98,0.021
AZ,YAVAPAI,04,025,36889,0.370,61192,0.614,1567,0.016
NC,JACKSON,37,099,8766,0.520,7854,0.466,246,0.015
NC,MECKLENBURG,37,119,253958,0.618,153848,0.375,3011,0.007
NC,MOORE,37,125,17624,0.389,27314,0.603,390,0.009
NC,MONTGOMERY,37,123,4926,0.439,6155,0.549,129,0.011
NC,CABARRUS,37,025,31546,0.405,45924,0.589,524,0.007
OK,BECKHAM,40,009,1625,0.220,5772,0.780,0,0.000
NC,STANLY,37,167,8878,0.311,19329,0.678,299,0.011
NC,HENDERSON,37,089,20082,0.389,30930,0.599,602,0.012
TN,WAYNE,47,181,1355,0.245,4076,0.738,96,0.017
OK,SEMINOLE,40,133,2977,0.347,5600,0.653,0,0.000
NC,GRAHAM,37,075,1265,0.303,2824,0.677,82,0.020
OK,WASHITA,40,149,1052,0.220,3724,0.780,0,0.000
OK,POTTAWATOMIE,40,125,7910,0.308,17753,0.692,0,0.000
AR,CONWAY,05,029,3149,0.387,4691,0.576,298,0.037
TN,LAWRENCE,47,099,5161,0.322,10566,0.660,293,0.018
OK,HASKELL,40,061,1474,0.315,3207,0.685,0,0.000
TN,HAMILTON,47,065,64246,0.435,81702,0.554,1572,0.011
TN,GILES,47,055,4614,0.395,6902,0.591,173,0.015
AR,SEBASTIAN,05,131,13673,0.316,28637,0.663,902,0.021
AR,CROSS,05,037,2580,0.362,4393,0.616,157,0.022
AR,WOODRUFF,05,147,1412,0.511,1206,0.437,143,0.052
AR,CRITTENDEN,05,035,10330,0.566,7650,0.419,275,0.015
TN,HARDEMAN,47,069,5919,0.527,5225,0.465,93,0.008
NC,LENOIR,37,107,13378,0.497,13401,0.498,118,0.004
AR,LOGAN,05,083,2286,0.289,5350,0.677,271,0.034
NC,TRANSYLVANIA,37,175,7275,0.430,9401,0.556,233,0.014
TN,HARDIN,47,071,2794,0.278,7077,0.705,164,0.016
NC,GASTON,37,071,31384,0.372,52507,0.622,511,0.006
NC,CRAVEN,37,049,19352,0.434,24901,0.558,345,0.008
TN,MOORE,47,127,881,0.298,2010,0.681,61,0.021
TN,SHELBY,47,157,256297,0.634,145458,0.360,2425,0.006
NC,POLK,37,149,4396,0.416,5990,0.567,176,0.017
TN,FAYETTE,47,047,6892,0.358,12173,0.632,189,0.010
TN,MCNAIRY,47,109,20209,0.461,23290,0.531,347,0.008
OK,LEFLORE,40,079,5136,0.307,11605,0.693,0,0.000
OK,GRADY,40,051,5520,0.266,15195,0.733,0,0.000
OK,CLEVELAND,40,027,39681,0.380,64749,0.620,0,0.000
TN,LINCOLN,47,103,3695,0.281,9231,0.703,204,0.015
AR,FAULKNER,05,045,14955,0.363,25362,0.616,862,0.021
TN,FRANKLIN,47,051,6613,0.379,10539,0.605,280,0.016
TN,BRADLEY,47,011,9357,0.245,28333,0.742,501,0.013
NM,CIBOLA,35,006,5827,0.641,3131,0.344,139,0.015
OK,MCCLAIN,40,087,3551,0.241,11193,0.759,0,0.000
NC,MACON,37,113,6620,0.384,10317,0.599,301,0.018
NC,PAMLICO,37,137,2838,0.423,3823,0.570,51,0.008
TN,MARION,47,115,13058,0.387,20288,0.601,421,0.013
NC,SAMPSON,37,163,11836,0.455,14038,0.539,164,0.006
AR,YELL,05,149,2003,0.332,3808,0.631,225,0.037
OK,PITTSBURG,40,121,5457,0.317,11752,0.683,0,0.000
NC,CHEROKEE,37,039,3785,0.301,8643,0.687,158,0.013
OK,HUGHES,40,063,1709,0.353,3134,0.647,0,0.000
TN,POLK,47,139,2124,0.327,4267,0.656,110,0.017
NC,CUMBERLAND,37,051,74693,0.586,52151,0.409,731,0.006
NC,JONES,37,103,2378,0.455,2817,0.539,32,0.006
NM,BERNALILLO,35,001,171556,0.600,110521,0.387,3701,0.013
NM,GUADALUPE,35,019,1557,0.709,620,0.282,19,0.009
SC,GREENVILLE,45,045,70886,0.372,116363,0.610,3408,0.018
NC,ANSON,37,007,6456,0.602,4207,0.392,70,0.007
NC,HOKE,37,093,9227,0.591,6293,0.403,107,0.007
NC,UNION,37,179,31189,0.362,54123,0.629,777,0.009
SC,SPARTANBURG,45,083,41632,0.384,65042,0.600,1654,0.015
NC,DUPLIN,37,061,8958,0.450,10834,0.544,112,0.006
TX,DEAFSMITH,48,117,1247,0.263,3466,0.731,31,0.007
SC,CHEROKEE,45,021,7215,0.347,13305,0.641,246,0.012
TX,DONLEY,48,129,291,0.172,1374,0.813,25,0.015
TX,COLLINGSWORTH,48,087,234,0.196,943,0.789,18,0.015
TX,RANDALL,48,381,9468,0.183,41948,0.809,416,0.008
NC,RICHMOND,37,153,9713,0.503,9424,0.488,190,0.010
TX,ARMSTRONG,48,011,128,0.129,856,0.865,6,0.006
SC,YORK,45,091,37918,0.405,54500,0.582,1278,0.014
NC,CLAY,37,043,1734,0.313,3707,0.669,102,0.018
AR,SAINTFRANCIS,05,123,5486,0.577,3917,0.412,102,0.011
OK,KIOWA,40,075,1226,0.326,2537,0.674,0,0.000
NC,CARTERET,37,031,11130,0.322,23131,0.669,336,0.010
OK,GREER,40,055,566,0.268,1548,0.732,0,0.000
CA,SANTABARBARA,06,083,105614,0.604,65585,0.375,3713,0.021
AR,PERRY,05,105,1352,0.316,2743,0.641,184,0.043
AR,SCOTT,05,127,1053,0.264,2791,0.699,151,0.038
AR,PRAIRIE,05,117,1048,0.310,2223,0.658,110,0.033
SC,PICKENS,45,077,11691,0.259,32552,0.721,885,0.020
AR,LONOKE,05,085,5968,0.251,17242,0.726,531,0.022
SC,LANCASTER,45,057,12139,0.420,16441,0.569,341,0.012
OK,LATIMER,40,077,1313,0.315,2860,0.685,0,0.000
SC,OCONEE,45,073,9481,0.304,21164,0.680,487,0.016
NM,TORRANCE,35,057,3087,0.445,3735,0.538,119,0.017
NC,SCOTLAND,37,165,8151,0.573,6005,0.422,61,0.004
OK,HARMON,40,057,333,0.305,757,0.695,0,0.000
AR,PULASKI,05,119,88854,0.551,70212,0.435,2277,0.014
AL,LAUDERDALE,01,077,13329,0.350,24068,0.632,707,0.019
AR,MONROE,05,095,1615,0.468,1754,0.509,80,0.023
GA,RABUN,13,241,2001,0.263,5487,0.722,111,0.015
AL,LIMESTONE,01,083,9536,0.284,23598,0.703,417,0.012
MS,ALCORN,28,003,4130,0.272,10805,0.712,247,0.016
MS,TISHOMINGO,28,141,1962,0.233,6249,0.742,208,0.025
MS,TIPPAH,28,139,2623,0.270,6937,0.713,165,0.017
MS,DESOTO,28,033,19627,0.305,44222,0.688,474,0.007
MS,BENTON,28,009,2227,0.480,2329,0.502,82,0.018
MS,MARSHALL,28,093,9685,0.588,6683,0.406,110,0.007
GA,TOWNS,13,281,1391,0.242,4292,0.748,56,0.010
AL,MADISON,01,089,64117,0.419,86965,0.569,1817,0.012
AL,JACKSON,01,071,6374,0.305,14083,0.675,417,0.020
GA,MURRAY,13,213,3026,0.266,8180,0.719,176,0.016
GA,FANNIN,13,111,2611,0.247,7807,0.738,166,0.016
GA,WHITFIELD,13,313,8167,0.295,19230,0.695,280,0.010
GA,CATOOSA,13,047,6025,0.246,18218,0.744,253,0.010
GA,UNION,13,291,2486,0.234,8013,0.754,135,0.013
NC,ONSLOW,37,133,19499,0.388,30278,0.603,426,0.009
GA,DADE,13,083,1612,0.252,4703,0.734,93,0.015
GA,WALKER,13,295,6095,0.259,17110,0.727,337,0.014
OK,PONTOTOC,40,123,4512,0.316,9750,0.684,0,0.000
NM,VALENCIA,35,061,15366,0.532,13136,0.455,397,0.014
NC,ROBESON,37,155,23058,0.565,17433,0.427,343,0.008
NM,CURRY,35,009,4670,0.323,9599,0.665,169,0.012
SC,UNION,45,087,5935,0.438,7449,0.550,167,0.012
AR,LEE,05,077,2263,0.601,1454,0.386,46,0.012
AL,COLBERT,01,033,9703,0.391,14739,0.593,401,0.016
CA,VENTURA,06,111,187601,0.552,145853,0.429,6346,0.019
MS,TUNICA,28,143,3279,0.757,1017,0.235,36,0.008
AL,DEKALB,01,049,5658,0.236,17957,0.748,400,0.017
NC,BLADEN,37,017,7853,0.507,7532,0.487,95,0.006
OK,JACKSON,40,065,2264,0.252,6719,0.748,0,0.000
AR,SALINE,05,125,12695,0.284,30981,0.694,977,0.022
OK,COMANCHE,40,031,14120,0.412,20127,0.588,0,0.000
OK,GARVIN,40,049,3028,0.282,7710,0.718,0,0.000
GA,GILMER,13,123,2614,0.235,8408,0.754,127,0.011
GA,HABERSHAM,13,137,2900,0.196,11766,0.795,142,0.010
CA,LOSANGELES,06,037,2295853,0.692,956425,0.288,65970,0.020
SC,CHESTER,45,023,7478,0.535,6318,0.452,185,0.013
SC,ANDERSON,45,007,24132,0.327,48690,0.660,965,0.013
SC,CHESTERFIELD,45,025,7842,0.479,8325,0.509,192,0.012
SC,MARLBORO,45,069,2755,0.527,2437,0.466,40,0.008
AL,LAWRENCE,01,079,5164,0.352,9277,0.632,239,0.016
GA,WHITE,13,311,2174,0.202,8467,0.787,120,0.011
SC,LAURENS,45,059,10578,0.403,15334,0.583,370,0.014
NM,DEBACA,35,011,359,0.344,676,0.648,9,0.009
MS,TATE,28,137,5003,0.391,7678,0.601,97,0.008
AR,GARLAND,05,051,15899,0.364,26825,0.614,995,0.023
OK,COAL,40,029,600,0.264,1672,0.736,0,0.000
MS,PRENTISS,28,117,3020,0.276,7703,0.704,221,0.020
TX,SWISHER,48,437,813,0.321,1683,0.664,39,0.015
TX,BRISCOE,48,045,205,0.247,617,0.743,8,0.010
TX,CASTRO,48,069,719,0.314,1562,0.682,10,0.004
TX,HALL,48,191,324,0.256,930,0.736,10,0.008
TX,CHILDRESS,48,075,497,0.216,1782,0.776,17,0.007
AR,MONTGOMERY,05,097,1092,0.301,2365,0.653,165,0.046
TX,PARMER,48,369,719,0.194,2969,0.800,25,0.007
GA,LUMPKIN,13,187,2586,0.234,8326,0.752,163,0.015
NC,PENDER,37,141,9907,0.417,13618,0.573,224,0.009
AR,POLK,05,113,1957,0.255,5473,0.713,251,0.033
AL,MORGAN,01,103,13895,0.275,36014,0.713,633,0.013
GA,STEPHENS,13,257,2705,0.257,7689,0.731,123,0.012
OK,STEPHENS,40,137,4538,0.240,14394,0.760,0,0.000
OK,ATOKA,40,005,1370,0.281,3511,0.719,0,0.000
OK,PUSHMATAHA,40,127,1265,0.283,3208,0.717,0,0.000
AR,PHILLIPS,05,107,5695,0.635,3097,0.345,177,0.020
OK,MURRAY,40,099,1592,0.298,3746,0.702,0,0.000
OK,TILLMAN,40,141,1042,0.322,2195,0.678,0,0.000
GA,GORDON,13,129,4268,0.242,13113,0.745,226,0.013
SC,DILLON,45,033,7408,0.552,5874,0.438,135,0.010
GA,DAWSON,13,085,1632,0.164,8242,0.826,100,0.010
SC,KERSHAW,45,055,11226,0.401,16466,0.588,293,0.011
NM,ROOSEVELT,35,041,2303,0.343,4311,0.642,106,0.016
MS,UNION,28,145,2985,0.245,9072,0.744,138,0.011
AL,MARSHALL,01,095,7038,0.212,25727,0.776,401,0.012
GA,CHATTOOGA,13,055,2596,0.313,5572,0.671,139,0.017
GA,FLOYD,13,115,10691,0.313,23132,0.676,390,0.011
NM,SOCORRO,35,053,4696,0.595,3032,0.384,167,0.021
NM,CATRON,35,003,664,0.314,1398,0.662,50,0.024
AL,FRANKLIN,01,059,3469,0.297,8048,0.688,176,0.015
TX,HARDEMAN,48,197,373,0.234,1199,0.752,23,0.014
SC,FAIRFIELD,45,039,7591,0.653,3912,0.337,116,0.010
AR,ARKANSAS,05,001,2619,0.375,4185,0.600,174,0.025
GA,PICKENS,13,227,2595,0.203,10004,0.782,187,0.015
MS,LAFAYETTE,28,071,7997,0.433,10278,0.557,185,0.010
MS,PANOLA,28,107,8690,0.529,7620,0.464,106,0.007
GA,FRANKLIN,13,119,1914,0.237,6069,0.752,90,0.011
SC,DARLINGTON,45,031,14505,0.495,14544,0.496,285,0.010
SC,NEWBERRY,45,071,6708,0.406,9616,0.582,200,0.012
AL,CHEROKEE,01,019,2306,0.237,7298,0.749,141,0.015
MS,COAHOMA,28,027,7597,0.719,2917,0.276,54,0.005
MS,QUITMAN,28,119,2803,0.672,1334,0.320,31,0.007
GA,HALL,13,139,14457,0.241,44962,0.750,509,0.009
MS,LEE,28,081,12021,0.344,22694,0.649,245,0.007
OK,CARTER,40,019,5603,0.297,13241,0.703,0,0.000
OK,JOHNSTON,40,069,1249,0.316,2708,0.684,0,0.000
OK,COTTON,40,033,690,0.278,1793,0.722,0,0.000
OK,MCCURTAIN,40,089,2794,0.265,7745,0.735,0,0.000
AR,HOTSPRING,05,059,4288,0.359,7209,0.603,458,0.038
AZ,GILA,04,007,7884,0.353,14095,0.631,354,0.016
GA,HART,13,147,3365,0.336,6537,0.654,100,0.010
AR,GRANT,05,053,1562,0.230,5023,0.739,208,0.031
AR,JEFFERSON,05,069,18465,0.622,10655,0.359,569,0.019
GA,BANKS,13,011,1027,0.165,5120,0.820,94,0.015
NC,COLUMBUS,37,047,11076,0.456,12994,0.535,212,0.009
SC,ABBEVILLE,45,001,4593,0.417,6264,0.569,144,0.013
MS,ITAWAMBA,28,057,2084,0.209,7663,0.770,204,0.020
TX,WILBARGER,48,487,1196,0.265,3283,0.728,30,0.007
GA,BARTOW,13,015,9662,0.268,25976,0.720,455,0.013
GA,CHEROKEE,13,057,22350,0.238,70279,0.750,1143,0.012
SC,GREENWOOD,45,047,12348,0.416,16995,0.573,324,0.011
NC,NEWHANOVER,37,129,49145,0.488,50544,0.502,976,0.010
MS,PONTOTOC,28,115,2982,0.232,9727,0.756,159,0.012
SC,LEE,45,061,5960,0.651,3074,0.336,119,0.013
NC,BRUNSWICK,37,019,21331,0.405,30753,0.585,524,0.010
AR,HOWARD,05,061,1746,0.360,2957,0.610,143,0.030
AR,PIKE,05,109,1089,0.275,2727,0.688,150,0.038
NM,LINCOLN,35,027,3535,0.365,6001,0.619,160,0.017
AR,CLARK,05,019,4267,0.469,4608,0.507,219,0.024
GA,FORSYTH,13,117,15406,0.204,59166,0.785,804,0.011
AL,MARION,01,093,2600,0.210,9536,0.772,219,0.018
AZ,LAPAZ,04,012,1929,0.347,3509,0.632,114,0.021
TX,MOTLEY,48,345,67,0.113,522,0.879,5,0.008
TX,COTTLE,48,101,187,0.265,509,0.722,9,0.013
AL,CULLMAN,01,043,5864,0.166,28896,0.819,545,0.015
TX,FLOYD,48,153,730,0.290,1784,0.708,7,0.003
TX,HALE,48,189,2708,0.272,7171,0.721,64,0.006
TX,LAMB,48,279,1156,0.256,3344,0.739,25,0.006
SC,FLORENCE,45,041,28012,0.480,29861,0.512,500,0.009
TX,BAILEY,48,017,682,0.294,1618,0.699,16,0.007
AL,WINSTON,01,133,1757,0.175,8103,0.808,171,0.017
SC,HORRY,45,051,38879,0.371,64609,0.616,1310,0.013
SC,MARION,45,067,6794,0.625,3996,0.367,86,0.008
GA,JACKSON,13,157,4950,0.216,17776,0.774,234,0.010
OK,JEFFERSON,40,067,805,0.328,1652,0.672,0,0.000
GA,ELBERT,13,105,3366,0.405,4868,0.585,83,0.010
GA,MADISON,13,195,2965,0.262,8226,0.726,143,0.013
SC,RICHLAND,45,079,105656,0.640,57941,0.351,1440,0.009
AL,BLOUNT,01,009,3522,0.145,20389,0.840,356,0.015
TX,FOARD,48,155,198,0.368,327,0.608,13,0.024
TX,WICHITA,48,485,13868,0.302,31731,0.690,383,0.008
AL,ETOWAH,01,055,13497,0.302,30595,0.684,645,0.014
SC,LEXINGTON,45,063,33303,0.304,74960,0.684,1249,0.011
MS,YALOBUSHA,28,161,3151,0.462,3628,0.531,47,0.007
AR,SEVIER,05,133,1291,0.282,3125,0.682,164,0.036
SC,SALUDA,45,081,3323,0.386,5191,0.603,89,0.010
GA,FULTON,13,121,272000,0.672,130136,0.321,2805,0.007
OK,MARSHALL,40,095,1643,0.306,3730,0.694,0,0.000
AR,LINCOLN,05,079,1710,0.388,2513,0.570,183,0.042
SC,SUMTER,45,085,25431,0.573,18581,0.419,346,0.008
GA,GWINNETT,13,135,129025,0.445,158746,0.547,2500,0.009
MS,TALLAHATCHIE,28,135,4105,0.591,2786,0.401,52,0.007
MS,CALHOUN,28,013,2522,0.359,4467,0.635,45,0.006
OK,BRYAN,40,013,4426,0.322,9307,0.678,0,0.000
OK,CHOCTAW,40,023,1860,0.333,3730,0.667,0,0.000
AR,DALLAS,05,039,1471,0.443,1757,0.530,90,0.027
TX,CLAY,48,077,1085,0.203,4213,0.789,41,0.008
GA,BARROW,13,013,6657,0.271,17625,0.717,300,0.012
MS,BOLIVAR,28,011,10334,0.672,4891,0.318,156,0.010
AR,DESHA,05,041,2569,0.549,1999,0.427,110,0.024
GA,POLK,13,233,4052,0.287,9850,0.698,211,0.015
MS,MONROE,28,095,7169,0.410,10184,0.582,143,0.008
NM,CHAVES,35,005,8197,0.371,13651,0.617,264,0.012
GA,COBB,13,067,141216,0.448,170957,0.542,3271,0.010
CA,RIVERSIDE,06,065,325017,0.502,310041,0.479,12241,0.019
GA,PAULDING,13,223,17229,0.302,39192,0.688,564,0.010
SC,MCCORMICK,45,065,9608,0.633,5416,0.357,150,0.010
MS,CHICKASAW,28,017,4588,0.506,4395,0.485,75,0.008
OK,LOVE,40,085,1257,0.327,2589,0.673,0,0.000
AR,CLEVELAND,05,025,911,0.260,2451,0.699,143,0.041
AL,LAMAR,01,075,1614,0.228,5419,0.766,42,0.006
GA,OGLETHORPE,13,221,2232,0.346,4144,0.643,71,0.011
AZ,MARICOPA,04,013,602166,0.441,746448,0.547,16348,0.012
GA,CLARKE,13,059,29591,0.650,15333,0.337,586,0.013
AR,HEMPSTEAD,05,057,2869,0.390,4273,0.581,207,0.028
AL,WALKER,01,127,7420,0.259,20722,0.723,510,0.018
GA,WILKES,13,317,2315,0.458,2705,0.535,32,0.006
TX,MONTAGUE,48,337,1597,0.201,6245,0.785,108,0.014
AL,SAINTCLAIR,01,115,6091,0.179,27649,0.811,348,0.010
MS,SUNFLOWER,28,133,7838,0.700,3245,0.290,110,0.010
GA,LINCOLN,13,181,1650,0.374,2731,0.618,35,0.008
SC,EDGEFIELD,45,037,5075,0.440,6334,0.550,111,0.010
GA,DEKALB,13,089,254594,0.790,65581,0.204,2126,0.007
AL,CALHOUN,01,015,16334,0.332,32348,0.657,560,0.011
GA,OCONEE,13,219,4825,0.282,12120,0.707,187,0.011
AL,CLEBURNE,01,029,1168,0.180,5216,0.804,108,0.017
TX,REDRIVER,48,387,1539,0.305,3461,0.685,52,0.010
