STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,KERRY_VOTES,KERRY_%,CLINTON_VOTES,CLINTON_%,VOTE_DIFF,PER_DIFF
ILLINOIS,PERRY,17,145,4770,0.458,2462,0.250,-2308,-0.208
ILLINOIS,PIATT,17,147,3124,0.364,2645,0.292,-479,-0.072
ILLINOIS,PIKE,17,149,2849,0.357,1413,0.188,-1436,-0.169
ILLINOIS,POPE,17,151,918,0.377,375,0.176,-543,-0.201
ILLINOIS,PULASKI,17,153,1372,0.441,962,0.355,-410,-0.086
ILLINOIS,PUTNAM,17,155,1704,0.508,1147,0.372,-557,-0.136
ILLINOIS,RANDOLPH,17,157,6771,0.453,3439,0.242,-3332,-0.211
ILLINOIS,RICHLAND,17,159,2529,0.326,1584,0.207,-945,-0.119
ILLINOIS,ROCKISLAND,17,161,39880,0.570,32298,0.511,-7582,-0.059
ILLINOIS,STCLAIR,17,163,62410,0.551,60756,0.499,-1654,-0.052
ILLINOIS,SALINE,17,165,4697,0.398,2572,0.228,-2125,-0.170
ILLINOIS,SANGAMON,17,167,38630,0.405,40907,0.416,2277,0.011
ILLINOIS,SCHUYLER,17,169,1594,0.395,1075,0.281,-519,-0.114
ILLINOIS,SCOTT,17,171,927,0.352,535,0.205,-392,-0.147
ILLINOIS,SHELBY,17,173,3744,0.354,2288,0.208,-1456,-0.146
ILLINOIS,STARK,17,175,1189,0.388,751,0.276,-438,-0.112
ILLINOIS,STEPHENSON,17,177,8913,0.418,7768,0.382,-1145,-0.036
ILLINOIS,TAZEWELL,17,179,25814,0.414,20685,0.324,-5129,-0.090
ILLINOIS,UNION,17,181,3735,0.410,2402,0.279,-1333,-0.131
ILLINOIS,VERMILION,17,183,14726,0.437,10039,0.328,-4687,-0.109
ILLINOIS,WABASH,17,185,1752,0.292,1151,0.212,-601,-0.080
ILLINOIS,WARREN,17,187,3938,0.466,2987,0.383,-951,-0.083
ILLINOIS,WASHINGTON,17,189,2986,0.368,1448,0.195,-1538,-0.173
ILLINOIS,WAYNE,17,191,2139,0.258,1048,0.126,-1091,-0.132
ILLINOIS,WHITE,17,193,3071,0.370,1412,0.193,-1659,-0.177
ILLINOIS,WHITESIDE,17,195,13723,0.511,11035,0.431,-2688,-0.080
ILLINOIS,WILL,17,197,115625,0.469,151927,0.499,36302,0.030
ILLINOIS,WILLIAMSON,17,199,11685,0.390,8581,0.271,-3104,-0.119
ILLINOIS,WINNEBAGO,17,201,59740,0.492,55713,0.464,-4027,-0.028
ILLINOIS,WOODFORD,17,203,6005,0.319,5092,0.256,-913,-0.063
INDIANA,ADAMS,18,001,3512,0.263,2805,0.213,-707,-0.050
INDIANA,ALLEN,18,003,46710,0.360,55382,0.373,8672,0.013
INDIANA,BARTHOLOMEW,18,005,9191,0.322,9841,0.301,650,-0.021
INDIANA,BENTON,18,007,1135,0.284,860,0.233,-275,-0.051
INDIANA,BLACKFORD,18,009,1903,0.354,1243,0.257,-660,-0.097
INDIANA,BOONE,18,011,5636,0.246,10181,0.313,4545,0.067
INDIANA,BROWN,18,013,2730,0.372,2518,0.317,-212,-0.055
INDIANA,CARROLL,18,015,2689,0.311,1892,0.219,-797,-0.092
INDIANA,CASS,18,017,4315,0.310,3759,0.265,-556,-0.045
INDIANA,CLARK,18,019,17648,0.417,18808,0.363,1160,-0.054
INDIANA,CLAY,18,021,3333,0.309,2306,0.203,-1027,-0.106
INDIANA,CLINTON,18,023,3335,0.281,2819,0.236,-516,-0.045
INDIANA,CRAWFORD,18,025,1932,0.422,1323,0.288,-609,-0.134
INDIANA,DAVIESS,18,027,2573,0.243,1800,0.166,-773,-0.077
INDIANA,DEARBORN,18,029,6596,0.315,4883,0.204,-1713,-0.111
INDIANA,DECATUR,18,031,2621,0.257,2121,0.190,-500,-0.067
INDIANA,DEKALB,18,033,4810,0.312,3942,0.233,-868,-0.079
INDIANA,DELAWARE,18,035,20436,0.426,18153,0.399,-2283,-0.027
INDIANA,DUBOIS,18,037,5210,0.305,5389,0.268,179,-0.037
INDIANA,ELKHART,18,039,17966,0.293,20740,0.313,2774,0.020
INDIANA,FAYETTE,18,041,3626,0.383,2252,0.236,-1374,-0.147
INDIANA,FLOYD,18,043,13857,0.409,13945,0.369,88,-0.040
INDIANA,FOUNTAIN,18,045,2477,0.317,1476,0.196,-1001,-0.121
INDIANA,FRANKLIN,18,047,2925,0.293,1969,0.179,-956,-0.114
INDIANA,FULTON,18,049,2607,0.300,1960,0.232,-647,-0.068
INDIANA,GIBSON,18,051,5378,0.368,3721,0.240,-1657,-0.128
INDIANA,GRANT,18,053,8509,0.310,7010,0.274,-1499,-0.036
INDIANA,GREENE,18,055,4606,0.345,2929,0.211,-1677,-0.134
INDIANA,HAMILTON,18,057,26388,0.252,57263,0.367,30875,0.115
INDIANA,HANCOCK,18,059,6912,0.248,8904,0.244,1992,-0.004
INDIANA,HARRISON,18,061,6171,0.356,4783,0.258,-1388,-0.098
INDIANA,HENDRICKS,18,063,13548,0.259,22600,0.297,9052,0.038
INDIANA,HENRY,18,065,7176,0.350,5124,0.254,-2052,-0.096
INDIANA,HOWARD,18,067,12998,0.351,11215,0.300,-1783,-0.051
INDIANA,HUNTINGTON,18,069,3877,0.248,3506,0.217,-371,-0.031
INDIANA,JACKSON,18,071,5092,0.312,3843,0.218,-1249,-0.094
INDIANA,JASPER,18,073,3678,0.311,3329,0.249,-349,-0.062
INDIANA,JAY,18,075,2740,0.333,1889,0.237,-851,-0.096
INDIANA,JEFFERSON,18,077,5117,0.394,4326,0.317,-791,-0.077
INDIANA,JENNINGS,18,079,3538,0.336,2364,0.212,-1174,-0.124
INDIANA,JOHNSON,18,081,13109,0.256,17318,0.258,4209,0.002
INDIANA,KNOX,18,083,5649,0.359,3772,0.243,-1877,-0.116
INDIANA,KOSCIUSKO,18,085,5977,0.211,6313,0.195,336,-0.016
INDIANA,LAGRANGE,18,087,2523,0.280,2080,0.217,-443,-0.063
INDIANA,LAKE,18,089,114743,0.610,116935,0.577,2192,-0.033
INDIANA,LAPORTE,18,091,21114,0.496,19798,0.434,-1316,-0.062
INDIANA,LAWRENCE,18,093,5346,0.302,4210,0.220,-1136,-0.082
INDIANA,MADISON,18,095,21882,0.399,18595,0.342,-3287,-0.057
INDIANA,MARION,18,097,162249,0.506,212899,0.580,50650,0.074
INDIANA,MARSHALL,18,099,5593,0.314,4798,0.263,-795,-0.051
INDIANA,MARTIN,18,101,1522,0.305,881,0.183,-641,-0.122
INDIANA,MIAMI,18,103,3886,0.285,2766,0.205,-1120,-0.080
INDIANA,MONROE,18,105,26965,0.534,34216,0.585,7251,0.051
INDIANA,MONTGOMERY,18,107,3536,0.243,3362,0.222,-174,-0.021
INDIANA,MORGAN,18,109,6650,0.255,6040,0.192,-610,-0.063
INDIANA,NEWTON,18,111,2032,0.347,1404,0.242,-628,-0.105
INDIANA,NOBLE,18,113,4703,0.300,3904,0.228,-799,-0.072
INDIANA,OHIO,18,115,1139,0.385,686,0.235,-453,-0.150
INDIANA,ORANGE,18,117,2885,0.333,2048,0.250,-837,-0.083
INDIANA,OWEN,18,119,2536,0.334,1946,0.227,-590,-0.107
INDIANA,PARKE,18,121,2362,0.339,1441,0.217,-921,-0.122
INDIANA,PERRY,18,123,4131,0.497,3062,0.380,-1069,-0.117
INDIANA,PIKE,18,125,2418,0.389,1297,0.217,-1121,-0.172
INDIANA,PORTER,18,127,29388,0.453,33676,0.430,4288,-0.023
INDIANA,POSEY,18,129,4085,0.341,3521,0.282,-564,-0.059
INDIANA,PULASKI,18,131,1750,0.312,1327,0.243,-423,-0.069
INDIANA,PUTNAM,18,133,4103,0.312,3356,0.228,-747,-0.084
INDIANA,RANDOLPH,18,135,3812,0.344,2446,0.232,-1366,-0.112
INDIANA,RIPLEY,18,137,3510,0.297,2471,0.191,-1039,-0.106
INDIANA,RUSH,18,139,2000,0.270,1525,0.211,-475,-0.059
INDIANA,SAINTJOSEPH,18,141,52637,0.485,52252,0.467,-385,-0.018
INDIANA,SCOTT,18,143,3822,0.440,2642,0.290,-1180,-0.150
INDIANA,SHELBY,18,145,4519,0.282,4247,0.236,-272,-0.046
INDIANA,SPENCER,18,147,3920,0.395,2861,0.287,-1059,-0.108
INDIANA,STARKE,18,149,3987,0.446,2489,0.267,-1498,-0.179
INDIANA,STEUBEN,18,151,4345,0.337,3744,0.257,-601,-0.080
INDIANA,SULLIVAN,18,153,3341,0.398,2113,0.247,-1228,-0.151
INDIANA,SWITZERLAND,18,155,1479,0.403,930,0.251,-549,-0.152
INDIANA,TIPPECANOE,18,157,20818,0.398,27282,0.431,6464,0.033
INDIANA,TIPTON,18,159,2203,0.279,1587,0.211,-616,-0.068
INDIANA,UNION,18,161,1045,0.313,715,0.217,-330,-0.096
INDIANA,VANDERBURGH,18,163,28767,0.407,28530,0.389,-237,-0.018
INDIANA,VERMILLION,18,165,3424,0.488,2081,0.298,-1343,-0.190
INDIANA,VIGO,18,167,18426,0.464,15931,0.397,-2495,-0.067
INDIANA,WABASH,18,169,3920,0.288,3018,0.223,-902,-0.065
INDIANA,WARREN,18,171,1356,0.342,839,0.213,-517,-0.129
INDIANA,WARRICK,18,173,8980,0.345,9086,0.303,106,-0.042
INDIANA,WASHINGTON,18,175,3879,0.357,2636,0.232,-1243,-0.125
INDIANA,WAYNE,18,177,10775,0.390,8322,0.325,-2453,-0.065
INDIANA,WELLS,18,179,3112,0.252,2586,0.195,-526,-0.057
INDIANA,WHITE,18,181,3277,0.316,2590,0.257,-687,-0.059
INDIANA,WHITLEY,18,183,3880,0.288,3379,0.214,-501,-0.074
IOWA,ADAIR,19,001,1844,0.431,1133,0.297,-711,-0.134
IOWA,ADAMS,19,003,977,0.420,565,0.268,-412,-0.152
IOWA,ALLAMAKEE,19,005,3449,0.488,2421,0.350,-1028,-0.138
IOWA,APPANOOSE,19,007,3063,0.475,1814,0.296,-1249,-0.179
IOWA,AUDUBON,19,009,1608,0.448,1080,0.317,-528,-0.131
IOWA,BENTON,19,011,6747,0.500,4678,0.338,-2069,-0.162
IOWA,BLACKHAWK,19,013,35392,0.554,32233,0.500,-3159,-0.054
IOWA,BOONE,19,015,7027,0.502,5541,0.390,-1486,-0.112
IOWA,BREMER,19,017,6025,0.471,5356,0.396,-669,-0.075
IOWA,BUCHANAN,19,019,5608,0.535,3970,0.387,-1638,-0.148
IOWA,BUENAVISTA,19,021,3520,0.415,2856,0.345,-664,-0.070
IOWA,BUTLER,19,023,3001,0.401,2157,0.287,-844,-0.114
IOWA,CALHOUN,19,025,2243,0.405,1398,0.271,-845,-0.134
IOWA,CARROLL,19,027,4689,0.446,3309,0.314,-1380,-0.132
IOWA,CASS,19,029,2679,0.355,1951,0.274,-728,-0.081
IOWA,CEDAR,19,031,4747,0.490,3599,0.377,-1148,-0.113
IOWA,CERROGORDO,19,033,13372,0.545,9862,0.429,-3510,-0.116
IOWA,CHEROKEE,19,035,2988,0.440,1679,0.268,-1309,-0.172
IOWA,CHICKASAW,19,037,3708,0.545,2266,0.352,-1442,-0.193
IOWA,CLARKE,19,039,2323,0.509,1465,0.329,-858,-0.180
IOWA,CLAY,19,041,3547,0.413,2249,0.261,-1298,-0.152
IOWA,CLAYTON,19,043,4736,0.517,3237,0.355,-1499,-0.162
IOWA,CLINTON,19,045,13813,0.560,10095,0.438,-3718,-0.122
IOWA,CRAWFORD,19,047,3220,0.445,1991,0.287,-1229,-0.158
IOWA,DALLAS,19,049,10917,0.415,15701,0.410,4784,-0.005
IOWA,DAVIS,19,051,1731,0.442,977,0.252,-754,-0.190
IOWA,DECATUR,19,053,1859,0.463,1201,0.322,-658,-0.141
IOWA,DELAWARE,19,055,4227,0.459,2957,0.320,-1270,-0.139
IOWA,DESMOINES,19,057,12456,0.597,8212,0.430,-4244,-0.167
IOWA,DICKINSON,19,059,4140,0.433,3056,0.295,-1084,-0.138
IOWA,DUBUQUE,19,061,26561,0.565,22850,0.460,-3711,-0.105
IOWA,EMMET,19,063,2405,0.466,1357,0.286,-1048,-0.180
IOWA,FAYETTE,19,065,5185,0.499,3689,0.370,-1496,-0.129
IOWA,FLOYD,19,067,4349,0.533,3179,0.394,-1170,-0.139
IOWA,FRANKLIN,19,069,2340,0.424,1493,0.301,-847,-0.123
IOWA,FREMONT,19,071,1510,0.386,963,0.268,-547,-0.118
IOWA,GREENE,19,073,2459,0.481,1691,0.351,-768,-0.130
IOWA,GRUNDY,19,075,2386,0.348,1856,0.270,-530,-0.078
IOWA,GUTHRIE,19,077,2614,0.436,1732,0.301,-882,-0.135
IOWA,HAMILTON,19,079,3895,0.467,2726,0.354,-1169,-0.113
IOWA,HANCOCK,19,081,2484,0.421,1587,0.270,-897,-0.151
IOWA,HARDIN,19,083,4015,0.449,2787,0.327,-1228,-0.122
IOWA,HARRISON,19,085,2906,0.378,2131,0.285,-775,-0.093
IOWA,HENRY,19,087,4127,0.436,2904,0.309,-1223,-0.127
IOWA,HOWARD,19,089,2614,0.557,1677,0.368,-937,-0.189
IOWA,HUMBOLDT,19,091,2146,0.401,1252,0.246,-894,-0.155
IOWA,IDA,19,093,1415,0.375,792,0.219,-623,-0.156
IOWA,IOWA,19,095,3841,0.454,3084,0.346,-757,-0.108
IOWA,JACKSON,19,097,5656,0.565,3837,0.372,-1819,-0.193
IOWA,JASPER,19,099,10430,0.520,7109,0.373,-3321,-0.147
IOWA,JEFFERSON,19,101,4490,0.542,3710,0.455,-780,-0.087
IOWA,JOHNSON,19,103,41847,0.640,50200,0.652,8353,0.012
IOWA,JONES,19,105,5054,0.507,3787,0.374,-1267,-0.133
IOWA,KEOKUK,19,107,2294,0.419,1342,0.269,-952,-0.150
IOWA,KOSSUTH,19,109,4132,0.446,2543,0.295,-1589,-0.151
IOWA,LEE,19,111,10152,0.568,6215,0.385,-3937,-0.183
IOWA,LINN,19,113,60442,0.546,58935,0.503,-1507,-0.043
IOWA,LOUISA,19,115,2297,0.467,1648,0.329,-649,-0.138
IOWA,LUCAS,19,117,1987,0.435,1239,0.285,-748,-0.150
IOWA,LYON,19,119,1303,0.214,920,0.144,-383,-0.070
IOWA,MADISON,19,121,3380,0.422,2678,0.310,-702,-0.112
IOWA,MAHASKA,19,123,3790,0.353,2619,0.246,-1171,-0.107
IOWA,MARION,19,125,6574,0.394,5482,0.308,-1092,-0.086
IOWA,MARSHALL,19,127,9443,0.493,7652,0.426,-1791,-0.067
IOWA,MILLS,19,129,2308,0.333,2090,0.271,-218,-0.062
IOWA,MITCHELL,19,131,2785,0.508,1888,0.349,-897,-0.159
IOWA,MONONA,19,133,2397,0.478,1247,0.273,-1150,-0.205
IOWA,MONROE,19,135,1855,0.468,1056,0.273,-799,-0.195
IOWA,MONTGOMERY,19,137,1899,0.342,1314,0.261,-585,-0.081
IOWA,MUSCATINE,19,139,9542,0.510,8368,0.431,-1174,-0.079
IOWA,OBRIEN,19,141,2330,0.301,1315,0.178,-1015,-0.123
IOWA,OSCEOLA,19,143,934,0.286,552,0.172,-382,-0.114
IOWA,PAGE,19,145,2211,0.294,1807,0.257,-404,-0.037
IOWA,PALOALTO,19,147,2482,0.478,1398,0.297,-1084,-0.181
IOWA,PLYMOUTH,19,149,4278,0.350,2885,0.219,-1393,-0.131
IOWA,POCAHONTAS,19,151,1822,0.422,963,0.249,-859,-0.173
IOWA,POLK,19,153,95828,0.473,119804,0.517,23976,0.044
IOWA,POTTAWATTAMIE,19,155,16906,0.404,15355,0.360,-1551,-0.044
IOWA,POWESHIEK,19,157,5043,0.500,4304,0.438,-739,-0.062
IOWA,RINGGOLD,19,159,1286,0.463,753,0.278,-533,-0.185
IOWA,SAC,19,161,2215,0.412,1270,0.244,-945,-0.168
IOWA,SCOTT,19,163,42122,0.509,40440,0.469,-1682,-0.040
IOWA,SHELBY,19,165,2355,0.353,1662,0.261,-693,-0.092
IOWA,SIOUX,19,167,2259,0.136,2300,0.126,41,-0.010
IOWA,STORY,19,169,23296,0.522,25709,0.507,2413,-0.015
IOWA,TAMA,19,171,4487,0.499,3196,0.365,-1291,-0.134
IOWA,TAYLOR,19,173,1252,0.392,758,0.250,-494,-0.142
IOWA,UNION,19,175,2747,0.460,1922,0.330,-825,-0.130
IOWA,VANBUREN,19,177,1568,0.409,845,0.237,-723,-0.172
IOWA,WAPELLO,19,179,9125,0.546,5594,0.369,-3531,-0.177
IOWA,WARREN,19,181,10730,0.465,10411,0.381,-319,-0.084
IOWA,WASHINGTON,19,183,4595,0.430,3943,0.361,-652,-0.069
IOWA,WAYNE,19,185,1379,0.440,719,0.245,-660,-0.195
IOWA,WEBSTER,19,187,9561,0.513,6305,0.362,-3256,-0.151
IOWA,WINNEBAGO,19,189,2707,0.455,1931,0.334,-776,-0.121
IOWA,WINNESHIEK,19,191,5354,0.496,5254,0.462,-100,-0.034
IOWA,WOODBURY,19,193,21455,0.485,16210,0.371,-5245,-0.114
IOWA,WORTH,19,195,2286,0.554,1530,0.359,-756,-0.195
IOWA,WRIGHT,19,197,2930,0.444,1896,0.315,-1034,-0.129
KANSAS,ALLEN,20,001,1885,0.326,1398,0.263,-487,-0.063
KANSAS,ANDERSON,20,003,1291,0.336,665,0.203,-626,-0.133
KANSAS,ATCHISON,20,005,3028,0.438,1946,0.304,-1082,-0.134
KANSAS,BARBER,20,007,585,0.247,281,0.127,-304,-0.120
KANSAS,BARTON,20,009,2837,0.246,1823,0.179,-1014,-0.067
KANSAS,BOURBON,20,011,2167,0.332,1306,0.221,-861,-0.111
KANSAS,BROWN,20,013,1234,0.285,850,0.215,-384,-0.070
KANSAS,BUTLER,20,015,6292,0.275,6573,0.239,281,-0.036
KANSAS,CHASE,20,017,413,0.278,313,0.233,-100,-0.045
KANSAS,CHAUTAUQUA,20,019,400,0.208,236,0.128,-164,-0.080
KANSAS,CHEROKEE,20,021,3694,0.375,1959,0.234,-1735,-0.141
KANSAS,CHEYENNE,20,023,317,0.189,188,0.133,-129,-0.055
KANSAS,CLARK,20,025,254,0.200,118,0.120,-136,-0.080
KANSAS,CLAY,20,027,777,0.197,665,0.178,-112,-0.019
KANSAS,CLOUD,20,029,1179,0.269,744,0.194,-435,-0.075
KANSAS,COFFEY,20,031,1076,0.248,719,0.181,-357,-0.067
KANSAS,COMANCHE,20,033,198,0.203,102,0.119,-96,-0.084
KANSAS,COWLEY,20,035,4747,0.334,3436,0.282,-1311,-0.052
KANSAS,CRAWFORD,20,037,7470,0.462,5064,0.352,-2406,-0.110
KANSAS,DECATUR,20,039,355,0.204,178,0.122,-177,-0.082
KANSAS,DICKINSON,20,041,2316,0.268,1582,0.198,-734,-0.070
KANSAS,DONIPHAN,20,043,1049,0.295,584,0.173,-465,-0.122
KANSAS,DOUGLAS,20,045,27282,0.567,31195,0.626,3913,0.059
KANSAS,EDWARDS,20,047,383,0.259,208,0.159,-175,-0.100
KANSAS,ELK,20,049,367,0.243,160,0.127,-207,-0.116
KANSAS,ELLIS,20,051,3938,0.332,2669,0.229,-1269,-0.103
KANSAS,ELLSWORTH,20,053,794,0.258,515,0.196,-279,-0.062
KANSAS,FINNEY,20,055,2303,0.236,3006,0.309,703,0.073
KANSAS,FORD,20,057,2195,0.252,2032,0.274,-163,0.022
KANSAS,FRANKLIN,20,059,3874,0.343,2829,0.265,-1045,-0.078
KANSAS,GEARY,20,061,2436,0.344,2569,0.360,133,0.016
KANSAS,GOVE,20,063,245,0.169,149,0.112,-96,-0.057
KANSAS,GRAHAM,20,065,330,0.232,185,0.146,-145,-0.086
KANSAS,GRANT,20,067,549,0.207,427,0.185,-122,-0.022
KANSAS,GRAY,20,069,387,0.181,257,0.128,-130,-0.053
KANSAS,GREELEY,20,071,137,0.189,83,0.130,-54,-0.059
KANSAS,GREENWOOD,20,073,899,0.281,484,0.172,-415,-0.109
KANSAS,HAMILTON,20,075,222,0.200,114,0.135,-108,-0.065
KANSAS,HARPER,20,077,717,0.248,388,0.154,-329,-0.094
KANSAS,HARVEY,20,079,5237,0.353,5006,0.344,-231,-0.009
KANSAS,HASKELL,20,081,221,0.143,228,0.175,7,0.032
KANSAS,HODGEMAN,20,083,222,0.189,124,0.123,-98,-0.066
KANSAS,JACKSON,20,085,2026,0.349,1489,0.260,-537,-0.089
KANSAS,JEFFERSON,20,087,3226,0.371,2483,0.305,-743,-0.066
KANSAS,JEWELL,20,089,384,0.201,180,0.121,-204,-0.080
KANSAS,JOHNSON,20,091,95002,0.378,129852,0.441,34850,0.063
KANSAS,KEARNY,20,093,272,0.189,224,0.169,-48,-0.020
KANSAS,KINGMAN,20,095,902,0.240,594,0.181,-308,-0.059
KANSAS,KIOWA,20,097,253,0.165,111,0.109,-142,-0.056
KANSAS,LABETTE,20,099,3582,0.396,2234,0.282,-1348,-0.114
KANSAS,LANE,20,101,179,0.178,104,0.125,-75,-0.053
KANSAS,LEAVENWORTH,20,103,10802,0.404,10209,0.333,-593,-0.071
KANSAS,LINCOLN,20,105,390,0.219,214,0.148,-176,-0.071
KANSAS,LINN,20,107,1592,0.346,721,0.167,-871,-0.179
KANSAS,LOGAN,20,109,248,0.163,149,0.111,-99,-0.052
KANSAS,LYON,20,111,5003,0.389,4649,0.373,-354,-0.016
KANSAS,MARION,20,115,1496,0.250,1177,0.215,-319,-0.035
KANSAS,MARSHALL,20,117,1754,0.349,1060,0.232,-694,-0.117
KANSAS,MCPHERSON,20,113,3520,0.270,3183,0.256,-337,-0.014
KANSAS,MEADE,20,119,349,0.167,206,0.121,-143,-0.046
KANSAS,MIAMI,20,121,4681,0.347,3949,0.268,-732,-0.079
KANSAS,MITCHELL,20,123,687,0.208,469,0.166,-218,-0.042
KANSAS,MONTGOMERY,20,125,4254,0.307,2557,0.220,-1697,-0.087
KANSAS,MORRIS,20,127,921,0.317,586,0.228,-335,-0.089
KANSAS,MORTON,20,129,275,0.178,145,0.125,-130,-0.053
KANSAS,NEMAHA,20,131,1336,0.248,714,0.142,-622,-0.106
KANSAS,NEOSHO,20,133,2318,0.334,1464,0.238,-854,-0.096
KANSAS,NESS,20,135,379,0.211,160,0.111,-219,-0.100
KANSAS,NORTON,20,137,472,0.183,277,0.126,-195,-0.057
KANSAS,OSAGE,20,139,2482,0.340,1730,0.251,-752,-0.089
KANSAS,OSBORNE,20,141,444,0.219,231,0.132,-213,-0.087
KANSAS,OTTAWA,20,143,595,0.201,424,0.148,-171,-0.053
KANSAS,PAWNEE,20,145,759,0.258,567,0.218,-192,-0.040
KANSAS,PHILLIPS,20,147,550,0.197,296,0.113,-254,-0.084
KANSAS,POTTAWATOMIE,20,149,2147,0.247,2191,0.212,44,-0.036
KANSAS,PRATT,20,151,1181,0.274,769,0.202,-412,-0.072
KANSAS,RAWLINS,20,153,288,0.168,160,0.110,-128,-0.058
KANSAS,RENO,20,155,8739,0.332,6837,0.279,-1902,-0.053
KANSAS,REPUBLIC,20,157,601,0.211,370,0.149,-231,-0.062
KANSAS,RICE,20,159,1116,0.259,668,0.187,-448,-0.072
KANSAS,RILEY,20,161,7774,0.379,9155,0.423,1381,0.044
KANSAS,ROOKS,20,163,529,0.196,273,0.115,-256,-0.081
KANSAS,RUSH,20,165,516,0.289,227,0.154,-289,-0.135
KANSAS,RUSSELL,20,167,795,0.229,454,0.144,-341,-0.085
KANSAS,SALINE,20,169,7365,0.327,6084,0.287,-1281,-0.040
KANSAS,SCOTT,20,171,339,0.150,232,0.107,-107,-0.043
KANSAS,SEDGWICK,20,173,58619,0.362,69627,0.363,11008,0.001
KANSAS,SEWARD,20,175,1012,0.205,1491,0.314,479,0.109
KANSAS,SHAWNEE,20,177,35438,0.443,33926,0.442,-1512,-0.001
KANSAS,SHERIDAN,20,179,232,0.167,126,0.093,-106,-0.074
KANSAS,SHERMAN,20,181,630,0.230,340,0.134,-290,-0.096
KANSAS,SMITH,20,183,538,0.229,295,0.146,-243,-0.083
KANSAS,STAFFORD,20,185,506,0.233,303,0.161,-203,-0.072
KANSAS,STANTON,20,187,160,0.169,132,0.178,-28,0.009
KANSAS,STEVENS,20,189,308,0.138,215,0.116,-93,-0.022
KANSAS,SUMNER,20,191,3163,0.306,2039,0.215,-1124,-0.091
KANSAS,THOMAS,20,193,786,0.209,467,0.134,-319,-0.075
KANSAS,TREGO,20,195,434,0.258,193,0.132,-241,-0.126
KANSAS,WABAUNSEE,20,197,982,0.279,773,0.231,-209,-0.048
KANSAS,WALLACE,20,199,112,0.128,45,0.058,-67,-0.070
KANSAS,WASHINGTON,20,201,632,0.203,378,0.141,-254,-0.062
KANSAS,WICHITA,20,203,183,0.174,139,0.149,-44,-0.025
KANSAS,WILSON,20,205,1037,0.240,550,0.158,-487,-0.082
KANSAS,WOODSON,20,207,527,0.300,270,0.190,-257,-0.110
KANSAS,WYANDOTTE,20,209,32781,0.647,30146,0.612,-2635,-0.035
KENTUCKY,ADAIR,21,001,1764,0.237,1323,0.161,-441,-0.076
KENTUCKY,ALLEN,21,003,1923,0.268,1349,0.167,-574,-0.101
KENTUCKY,ANDERSON,21,005,3141,0.327,2634,0.231,-507,-0.096
KENTUCKY,BALLARD,21,007,1759,0.421,816,0.199,-943,-0.222
KENTUCKY,BARREN,21,009,5216,0.323,4275,0.231,-941,-0.092
KENTUCKY,BATH,21,011,2608,0.530,1361,0.297,-1247,-0.233
KENTUCKY,BELL,21,013,4210,0.383,1720,0.177,-2490,-0.206
KENTUCKY,BOONE,21,015,12391,0.275,15026,0.261,2635,-0.014
KENTUCKY,BOURBON,21,017,3198,0.389,2791,0.317,-407,-0.072
KENTUCKY,BOYD,21,019,10132,0.465,6021,0.294,-4111,-0.171
KENTUCKY,BOYLE,21,021,4646,0.372,4281,0.331,-365,-0.041
KENTUCKY,BRACKEN,21,023,1213,0.336,705,0.200,-508,-0.136
KENTUCKY,BREATHITT,21,025,3327,0.560,1537,0.268,-1790,-0.292
KENTUCKY,BRECKINRIDGE,21,027,2884,0.338,1960,0.223,-924,-0.115
KENTUCKY,BULLITT,21,029,9043,0.316,8255,0.229,-788,-0.087
KENTUCKY,BUTLER,21,031,1436,0.257,947,0.170,-489,-0.087
KENTUCKY,CALDWELL,21,033,2245,0.354,1260,0.211,-985,-0.143
KENTUCKY,CALLOWAY,21,035,5728,0.378,4749,0.296,-979,-0.082
KENTUCKY,CAMPBELL,21,037,14253,0.355,14658,0.345,405,-0.010
KENTUCKY,CARLISLE,21,039,1102,0.387,432,0.166,-670,-0.221
KENTUCKY,CARROLL,21,041,1688,0.433,1106,0.287,-582,-0.146
KENTUCKY,CARTER,21,043,5577,0.502,2276,0.221,-3301,-0.281
KENTUCKY,CASEY,21,045,1174,0.186,767,0.119,-407,-0.067
KENTUCKY,CHRISTIAN,21,047,6970,0.332,7188,0.325,218,-0.007
KENTUCKY,CLARK,21,049,5661,0.370,4706,0.290,-955,-0.080
KENTUCKY,CLAY,21,051,1901,0.247,752,0.111,-1149,-0.136
KENTUCKY,CLINTON,21,053,952,0.219,547,0.123,-405,-0.096
KENTUCKY,CRITTENDEN,21,055,1438,0.343,617,0.153,-821,-0.190
KENTUCKY,CUMBERLAND,21,057,848,0.262,459,0.150,-389,-0.112
KENTUCKY,DAVIESS,21,059,15788,0.381,14163,0.309,-1625,-0.072
KENTUCKY,EDMONSON,21,061,1856,0.339,979,0.187,-877,-0.152
KENTUCKY,ELLIOTT,21,063,2064,0.698,740,0.259,-1324,-0.439
KENTUCKY,ESTILL,21,065,1907,0.342,1108,0.200,-799,-0.142
KENTUCKY,FAYETTE,21,067,57994,0.462,69778,0.512,11784,0.050
KENTUCKY,FLEMING,21,069,2406,0.388,1348,0.215,-1058,-0.173
KENTUCKY,FLOYD,21,071,11132,0.622,4015,0.243,-7117,-0.379
KENTUCKY,FRANKLIN,21,073,11620,0.481,10717,0.449,-903,-0.032
