STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,KERRY_VOTES,KERRY_%,CLINTON_VOTES,CLINTON_%,VOTE_DIFF,PER_DIFF
MICHIGAN,ALCONA,26,001,2871,0.440,1732,0.279,-1139,-0.161
MICHIGAN,ALGER,26,003,2395,0.503,1663,0.368,-732,-0.135
MICHIGAN,ALLEGAN,26,005,19355,0.359,18050,0.322,-1305,-0.037
MICHIGAN,ALPENA,26,007,7407,0.487,4877,0.330,-2530,-0.157
MICHIGAN,ANTRIM,26,009,5072,0.372,4448,0.325,-624,-0.047
MICHIGAN,ARENAC,26,011,4076,0.496,2384,0.308,-1692,-0.188
MICHIGAN,BARAGA,26,013,1660,0.451,1156,0.329,-504,-0.122
MICHIGAN,BARRY,26,015,11312,0.374,9114,0.299,-2198,-0.075
MICHIGAN,BAY,26,017,31049,0.544,21642,0.409,-9407,-0.135
MICHIGAN,BENZIE,26,019,4383,0.448,4108,0.402,-275,-0.046
MICHIGAN,BERRIEN,26,021,32846,0.440,29495,0.409,-3351,-0.031
MICHIGAN,BRANCH,26,023,7004,0.390,5061,0.287,-1943,-0.103
MICHIGAN,CALHOUN,26,025,29891,0.477,24157,0.410,-5734,-0.067
MICHIGAN,CASS,26,027,9537,0.420,7270,0.322,-2267,-0.098
MICHIGAN,CHARLEVOIX,26,029,5729,0.405,5137,0.351,-592,-0.054
MICHIGAN,CHEBOYGAN,26,031,5941,0.428,4302,0.315,-1639,-0.113
MICHIGAN,CHIPPEWA,26,033,7203,0.437,5379,0.346,-1824,-0.091
MICHIGAN,CLARE,26,035,6984,0.491,4249,0.316,-2735,-0.175
MICHIGAN,CLINTON,26,037,15483,0.410,16492,0.406,1009,-0.004
MICHIGAN,CRAWFORD,26,039,3126,0.432,2110,0.308,-1016,-0.124
MICHIGAN,DELTA,26,041,9381,0.488,6436,0.346,-2945,-0.142
MICHIGAN,DICKINSON,26,043,5650,0.417,3923,0.298,-1727,-0.119
MICHIGAN,EATON,26,045,25411,0.456,24938,0.441,-473,-0.015
MICHIGAN,EMMET,26,047,6846,0.394,6972,0.367,126,-0.027
MICHIGAN,GD. TRAVERSE,26,055,18256,0.395,20965,0.403,2709,0.008
MICHIGAN,GENESEE,26,049,128334,0.600,102751,0.520,-25583,-0.080
MICHIGAN,GLADWIN,26,051,6343,0.480,3794,0.303,-2549,-0.177
MICHIGAN,GOGEBIC,26,053,4421,0.523,2925,0.396,-1496,-0.127
MICHIGAN,GRATIOT,26,057,7377,0.425,5666,0.344,-1711,-0.081
MICHIGAN,HILLSDALE,26,059,7123,0.352,4799,0.241,-2324,-0.111
MICHIGAN,HOUGHTON,26,061,6731,0.425,6018,0.382,-713,-0.043
MICHIGAN,HURON,26,063,7629,0.437,4579,0.287,-3050,-0.150
MICHIGAN,INGHAM,26,065,76877,0.578,79110,0.599,2233,0.021
MICHIGAN,IONIA,26,067,10647,0.385,8352,0.309,-2295,-0.076
MICHIGAN,IOSCO,26,069,6557,0.468,4345,0.324,-2212,-0.144
MICHIGAN,IRON,26,071,3215,0.494,2004,0.339,-1211,-0.155
MICHIGAN,ISABELLA,26,073,12334,0.506,11404,0.447,-930,-0.059
MICHIGAN,JACKSON,26,075,31025,0.432,25795,0.368,-5230,-0.064
MICHIGAN,KALAMAZOO,26,077,61462,0.513,67148,0.532,5686,0.019
MICHIGAN,KALKASKA,26,079,3189,0.380,2280,0.258,-909,-0.122
MICHIGAN,KENT,26,081,116909,0.402,138683,0.446,21774,0.044
MICHIGAN,KEWEENAW,26,083,630,0.438,527,0.368,-103,-0.070
MICHIGAN,LAKE,26,085,2675,0.510,1939,0.362,-736,-0.148
MICHIGAN,LAPEER,26,087,18086,0.410,12734,0.282,-5352,-0.128
MICHIGAN,LEELANAU,26,089,6048,0.435,6774,0.455,726,0.020
MICHIGAN,LENAWEE,26,091,20787,0.442,16750,0.362,-4037,-0.080
MICHIGAN,LIVINGSTON,26,093,33991,0.363,34384,0.323,393,-0.040
MICHIGAN,LUCE,26,095,1045,0.369,681,0.263,-364,-0.106
MICHIGAN,MACKINAC,26,097,2819,0.427,2085,0.339,-734,-0.088
MICHIGAN,MACOMB,26,099,196160,0.487,176317,0.420,-19843,-0.068
MICHIGAN,MANISTEE,26,101,6272,0.492,4979,0.393,-1293,-0.099
MICHIGAN,MARQUETTE,26,103,17412,0.536,16042,0.483,-1370,-0.053
MICHIGAN,MASON,26,105,6333,0.433,5281,0.357,-1052,-0.076
MICHIGAN,MECOSTA,26,107,7730,0.440,5827,0.339,-1903,-0.101
MICHIGAN,MENOMINEE,26,109,5326,0.466,3539,0.327,-1787,-0.139
MICHIGAN,MIDLAND,26,111,18355,0.424,15635,0.366,-2720,-0.058
MICHIGAN,MISSAUKEE,26,113,2319,0.312,1565,0.214,-754,-0.099
MICHIGAN,MONROE,26,115,36089,0.487,26863,0.360,-9226,-0.127
MICHIGAN,MONTCALM,26,117,11471,0.429,7874,0.294,-3597,-0.135
MICHIGAN,MONTMORENCY,26,119,2196,0.395,1287,0.257,-909,-0.138
MICHIGAN,MUSKEGON,26,121,44282,0.551,37304,0.478,-6978,-0.073
MICHIGAN,NEWAYGO,26,123,9057,0.396,6212,0.274,-2845,-0.122
MICHIGAN,OAKLAND,26,125,319387,0.497,343070,0.513,23683,0.016
MICHIGAN,OCEANA,26,127,5441,0.443,3973,0.333,-1468,-0.110
MICHIGAN,OGEMAW,26,129,5215,0.483,3030,0.290,-2185,-0.193
MICHIGAN,ONTONAGON,26,131,1863,0.444,1176,0.343,-687,-0.101
MICHIGAN,OSCEOLA,26,133,4467,0.399,2705,0.255,-1762,-0.144
MICHIGAN,OSCODA,26,135,1792,0.406,1044,0.255,-748,-0.151
MICHIGAN,OTSEGO,26,137,4674,0.380,3556,0.282,-1118,-0.098
MICHIGAN,OTTAWA,26,139,35552,0.276,44973,0.313,9421,0.037
MICHIGAN,PRESQUE ISLE,26,141,3432,0.457,2400,0.331,-1032,-0.126
MICHIGAN,ROSCOMMON,26,143,6810,0.474,4287,0.327,-2523,-0.147
MICHIGAN,SAGINAW,26,145,54887,0.534,44396,0.468,-10491,-0.066
MICHIGAN,SANILAC,26,151,7883,0.380,4873,0.253,-3010,-0.127
MICHIGAN,SCHOOLCRAFT,26,153,2137,0.481,1369,0.328,-768,-0.153
MICHIGAN,SHIAWASSEE,26,155,16881,0.461,12546,0.368,-4335,-0.093
MICHIGAN,ST. CLAIR,26,147,36174,0.454,24553,0.315,-11621,-0.139
MICHIGAN,ST. JOSEPH,26,149,9648,0.382,7526,0.314,-2122,-0.068
MICHIGAN,TUSCOLA,26,157,12631,0.446,7429,0.287,-5202,-0.159
MICHIGAN,VAN BUREN,26,159,16151,0.473,13258,0.398,-2893,-0.075
MICHIGAN,WASHTENAW,26,161,109953,0.635,128483,0.676,18530,0.041
MICHIGAN,WAYNE,26,163,600047,0.694,519444,0.664,-80603,-0.030
MICHIGAN,WEXFORD,26,165,6034,0.398,4436,0.289,-1598,-0.109
NEW-MEXICO,LEA,35,025,3646,0.201,3930,0.222,284,0.021
NEW-MEXICO,UNION,35,059,411,0.219,320,0.188,-91,-0.031
NEW-MEXICO,CURRY,35,009,3541,0.248,3121,0.233,-420,-0.015
NEW-MEXICO,CATRON,35,003,551,0.276,427,0.208,-124,-0.068
NEW-MEXICO,DEBACA,35,011,281,0.283,193,0.212,-88,-0.071
NEW-MEXICO,ROOSEVELT,35,041,2082,0.291,1454,0.244,-628,-0.047
NEW-MEXICO,CHAVES,35,005,6726,0.310,5534,0.273,-1192,-0.037
NEW-MEXICO,OTERO,35,035,6433,0.310,6124,0.305,-309,-0.005
NEW-MEXICO,LINCOLN,35,027,2822,0.313,2331,0.262,-491,-0.051
NEW-MEXICO,SANJUAN,35,045,14843,0.330,12865,0.279,-1978,-0.051
NEW-MEXICO,EDDY,35,015,6880,0.339,5033,0.256,-1847,-0.083
NEW-MEXICO,QUAY,35,037,1422,0.345,1017,0.285,-405,-0.060
NEW-MEXICO,TORRANCE,35,057,2386,0.367,1785,0.282,-601,-0.085
NEW-MEXICO,SIERRA,35,051,1926,0.373,1612,0.311,-314,-0.062
NEW-MEXICO,HARDING,35,021,259,0.402,156,0.296,-103,-0.106
NEW-MEXICO,VALENCIA,35,061,11270,0.433,10841,0.393,-429,-0.040
NEW-MEXICO,HIDALGO,35,023,861,0.438,784,0.419,-77,-0.019
NEW-MEXICO,LUNA,35,029,3340,0.440,3195,0.438,-145,-0.002
NEW-MEXICO,LOSALAMOS,35,028,5206,0.465,5562,0.511,356,0.046
NEW-MEXICO,COLFAX,35,007,2824,0.473,2129,0.399,-695,-0.074
NEW-MEXICO,SANDOVAL,35,043,21421,0.481,27707,0.449,6286,-0.032
NEW-MEXICO,DONAANA,35,013,31762,0.513,37947,0.537,6185,0.024
NEW-MEXICO,BERNALILLO,35,001,132252,0.515,143417,0.522,11165,0.007
NEW-MEXICO,SOCORRO,35,053,4025,0.513,3313,0.482,-712,-0.031
NEW-MEXICO,CIBOLA,35,006,3913,0.523,3741,0.464,-172,-0.059
NEW-MEXICO,GRANT,35,017,7095,0.530,6276,0.490,-819,-0.040
NEW-MEXICO,GUADALUPE,35,019,1340,0.591,970,0.531,-370,-0.060
NEW-MEXICO,MCKINLEY,35,031,13051,0.633,13576,0.626,525,-0.007
NEW-MEXICO,RIOARRIBA,35,039,9753,0.650,9592,0.645,-161,-0.005
NEW-MEXICO,MORA,35,033,1876,0.664,1536,0.629,-340,-0.035
NEW-MEXICO,SANTAFE,35,049,47074,0.711,50793,0.711,3719,0.000
NEW-MEXICO,SANMIGUEL,35,047,8683,0.717,7285,0.678,-1398,-0.039
NEW-MEXICO,TAOS,35,055,10987,0.741,10668,0.699,-319,-0.042
MAINE,ANDROSCOGGIN,23,001,30503,0.544,23009,0.414,-7494,-0.130
MAINE,AROOSTOCK,23,003,19569,0.519,13386,0.381,-6183,-0.138
MAINE,CUMBERLAND,23,005,94846,0.582,102981,0.599,8135,0.017
MAINE,FRANKLIN,23,007,9458,0.548,7016,0.426,-2442,-0.122
MAINE,HANCOCK,23,009,18048,0.545,16117,0.502,-1931,-0.043
MAINE,KENNEBEC,23,011,35616,0.533,29302,0.443,-6314,-0.090
MAINE,KNOX,23,013,12690,0.546,12443,0.538,-247,-0.008
MAINE,LINCOLN,23,015,11351,0.513,10241,0.476,-1110,-0.037
MAINE,OXFORD,23,017,16618,0.527,12172,0.390,-4446,-0.137
MAINE,PENOBSCOT,23,019,40386,0.492,32838,0.408,-7548,-0.084
MAINE,PISCATAQUIS,23,021,4409,0.444,3098,0.337,-1311,-0.107
MAINE,SAGADAHOC,23,023,11114,0.527,10664,0.493,-450,-0.034
MAINE,SOMERSET,23,025,13586,0.500,9092,0.349,-4494,-0.151
MAINE,WALDO,23,027,11555,0.518,10440,0.460,-1115,-0.058
MAINE,WASHINGTON,23,029,8391,0.485,6075,0.371,-2316,-0.114
MAINE,YORK,23,031,58702,0.533,55844,0.489,-2858,-0.044
ALABAMA,AUTAUGA,01,001,4758,0.237,5936,0.238,1178,0.001
ALABAMA,BALDWIN,01,003,15599,0.225,18458,0.194,2859,-0.031
ALABAMA,BARBOUR,01,005,4832,0.448,4871,0.465,39,0.017
ALABAMA,BIBB,01,007,2089,0.275,1874,0.212,-215,-0.063
ALABAMA,BLOUNT,01,009,3938,0.183,2156,0.084,-1782,-0.099
ALABAMA,BULLOCK,01,011,3210,0.681,3530,0.749,320,0.068
ALABAMA,BUTLER,01,013,3413,0.406,3726,0.427,313,0.021
ALABAMA,CALHOUN,01,015,15083,0.333,13242,0.277,-1841,-0.056
ALABAMA,CHAMBERS,01,017,5347,0.410,5784,0.416,437,0.006
ALABAMA,CHEROKEE,01,019,3040,0.336,1547,0.144,-1493,-0.192
ALABAMA,CHILTON,01,021,3778,0.226,2911,0.158,-867,-0.068
ALABAMA,CHOCTAW,01,023,3303,0.457,3109,0.426,-194,-0.031
ALABAMA,CLARKE,01,025,4627,0.406,5749,0.441,1122,0.035
ALABAMA,CLAY,01,027,1893,0.288,1237,0.187,-656,-0.101
ALABAMA,CLEBURNE,01,029,1391,0.240,684,0.104,-707,-0.136
ALABAMA,COFFEE,01,031,4480,0.254,4221,0.203,-259,-0.051
ALABAMA,COLBERT,01,033,10598,0.443,7312,0.293,-3286,-0.150
ALABAMA,CONECUH,01,035,2719,0.452,3080,0.468,361,0.016
ALABAMA,COOSA,01,037,2055,0.411,1782,0.339,-273,-0.072
ALABAMA,COVINGTON,01,039,3423,0.234,2387,0.150,-1036,-0.084
ALABAMA,CRENSHAW,01,041,1698,0.309,1664,0.266,-34,-0.043
ALABAMA,CULLMAN,01,043,8045,0.229,3798,0.100,-4247,-0.129
ALABAMA,DALE,01,045,4484,0.246,4413,0.235,-71,-0.011
ALABAMA,DALLAS,01,047,11175,0.602,12836,0.683,1661,0.081
ALABAMA,DEKALB,01,049,7092,0.294,3622,0.140,-3470,-0.154
ALABAMA,ELMORE,01,051,6471,0.226,8443,0.227,1972,0.001
ALABAMA,ESCAMBIA,01,053,3814,0.308,4605,0.310,791,0.002
ALABAMA,ETOWAH,01,055,15328,0.359,10442,0.236,-4886,-0.123
ALABAMA,FAYETTE,01,057,2408,0.301,1362,0.165,-1046,-0.136
ALABAMA,FRANKLIN,01,059,4514,0.368,2197,0.182,-2317,-0.186
ALABAMA,GENEVA,01,061,2113,0.201,1525,0.130,-588,-0.071
ALABAMA,GREENE,01,063,3764,0.793,4013,0.822,249,0.029
ALABAMA,HALE,01,065,4631,0.583,4775,0.594,144,0.011
ALABAMA,HENRY,01,067,2452,0.333,2292,0.284,-160,-0.049
ALABAMA,HOUSTON,01,069,9144,0.253,10664,0.250,1520,-0.003
ALABAMA,JACKSON,01,071,8635,0.425,3673,0.175,-4962,-0.250
ALABAMA,JEFFERSON,01,073,132286,0.452,156873,0.516,24587,0.064
ALABAMA,LAMAR,01,075,1956,0.284,1036,0.149,-920,-0.135
ALABAMA,LAUDERDALE,01,077,14628,0.394,9952,0.252,-4676,-0.142
ALABAMA,LAWRENCE,01,079,6155,0.440,3627,0.245,-2528,-0.195
ALABAMA,LEE,01,081,16227,0.364,21230,0.359,5003,-0.005
ALABAMA,LIMESTONE,01,083,9126,0.314,9468,0.235,342,-0.079
ALABAMA,LOWNDES,01,085,4233,0.703,4883,0.731,650,0.028
ALABAMA,MACON,01,087,7800,0.829,7566,0.828,-234,-0.001
ALABAMA,MADISON,01,089,52644,0.402,62822,0.384,10178,-0.018
ALABAMA,MARENGO,01,091,5037,0.488,5615,0.511,578,0.023
ALABAMA,MARION,01,093,3808,0.296,1432,0.110,-2376,-0.186
ALABAMA,MARSHALL,01,095,8452,0.268,4917,0.139,-3535,-0.129
ALABAMA,MOBILE,01,097,63732,0.407,72186,0.418,8454,0.011
ALABAMA,MONROE,01,099,3666,0.385,4332,0.422,666,0.037
ALABAMA,MONTGOMERY,01,101,45160,0.504,58916,0.614,13756,0.110
ALABAMA,MORGAN,01,103,14131,0.301,11254,0.222,-2877,-0.079
ALABAMA,PERRY,01,105,3767,0.682,3824,0.725,57,0.043
ALABAMA,PICKENS,01,107,3915,0.429,3972,0.416,57,-0.013
ALABAMA,PIKE,01,109,4334,0.365,5056,0.384,722,0.019
ALABAMA,RANDOLPH,01,111,2817,0.313,2291,0.225,-526,-0.088
ALABAMA,RUSSELL,01,113,8375,0.498,9579,0.497,1204,-0.001
ALABAMA,STCLAIR,01,115,5456,0.187,5589,0.146,133,-0.041
ALABAMA,SHELBY,01,117,14850,0.188,22977,0.227,8127,0.039
ALABAMA,SUMTER,01,119,4527,0.704,4746,0.740,219,0.036
ALABAMA,TALLADEGA,01,121,11374,0.380,12121,0.363,747,-0.017
ALABAMA,TALLAPOOSA,01,123,5451,0.304,5519,0.283,68,-0.021
ALABAMA,TUSCALOOSA,01,125,26447,0.379,31762,0.384,5315,0.005
ALABAMA,WALKER,01,127,9016,0.318,4497,0.153,-4519,-0.165
ALABAMA,WASHINGTON,01,129,3145,0.381,2374,0.278,-771,-0.103
ALABAMA,WILCOX,01,131,3838,0.675,4339,0.709,501,0.034
ALABAMA,WINSTON,01,133,2236,0.215,872,0.085,-1364,-0.130
ARIZONA,GRAHAM,04,009,3185,0.297,3301,0.269,116,-0.028
ARIZONA,MOHAVE,04,015,20503,0.354,17455,0.218,-3048,-0.136
ARIZONA,LAPAZ,04,012,1849,0.365,1575,0.265,-274,-0.100
ARIZONA,GREENLEE,04,011,1146,0.374,1092,0.331,-54,-0.043
ARIZONA,YAVAPAI,04,025,33127,0.378,35590,0.311,2463,-0.067
ARIZONA,COCHISE,04,003,17514,0.393,17450,0.349,-64,-0.044
ARIZONA,GILA,04,007,8314,0.399,7003,0.311,-1311,-0.088
ARIZONA,YUMA,04,027,16032,0.416,24605,0.464,8573,0.048
ARIZONA,PINAL,04,021,27252,0.422,47892,0.370,20640,-0.052
ARIZONA,MARICOPA,04,013,504849,0.423,702907,0.448,198058,0.025
ARIZONA,NAVAJO,04,017,14815,0.457,16459,0.408,1644,-0.049
ARIZONA,PIMA,04,019,193128,0.526,224661,0.533,31533,0.007
ARIZONA,COCONINO,04,005,29243,0.558,32404,0.542,3161,-0.016
ARIZONA,SANTACRUZ,04,023,6909,0.592,11690,0.711,4781,0.119
ARIZONA,APACHE,04,001,15658,0.646,17083,0.618,1425,-0.028
ARKANSAS,ARKANSAS,05,001,3110,0.448,1939,0.312,-1171,-0.136
ARKANSAS,ASHLEY,05,003,3881,0.456,2408,0.298,-1473,-0.158
ARKANSAS,BAXTER,05,005,7129,0.385,4169,0.211,-2960,-0.174
ARKANSAS,BENTON,05,007,20756,0.305,28005,0.289,7249,-0.016
ARKANSAS,BOONE,05,009,4640,0.314,2926,0.182,-1714,-0.132
ARKANSAS,BRADLEY,05,011,2206,0.519,1317,0.361,-889,-0.158
ARKANSAS,CALHOUN,05,013,939,0.408,639,0.282,-300,-0.126
ARKANSAS,CARROLL,05,015,4161,0.397,3342,0.311,-819,-0.086
ARKANSAS,CHICOT,05,017,2993,0.629,2350,0.563,-643,-0.066
ARKANSAS,CLARK,05,019,4990,0.542,3620,0.425,-1370,-0.117
ARKANSAS,CLAY,05,021,3264,0.535,1199,0.231,-2065,-0.304
ARKANSAS,CLEBURNE,05,023,4517,0.384,2101,0.174,-2416,-0.210
ARKANSAS,CLEVELAND,05,025,1450,0.415,723,0.216,-727,-0.199
ARKANSAS,COLUMBIA,05,027,4108,0.415,3140,0.353,-968,-0.062
ARKANSAS,CONWAY,05,029,3982,0.493,2656,0.335,-1326,-0.158
ARKANSAS,CRAIGHEAD,05,031,13665,0.459,10538,0.296,-3127,-0.163
ARKANSAS,CRAWFORD,05,033,6764,0.332,4488,0.200,-2276,-0.132
ARKANSAS,CRITTENDEN,05,035,8277,0.541,8410,0.527,133,-0.014
ARKANSAS,CROSS,05,037,3135,0.443,1999,0.291,-1136,-0.152
ARKANSAS,DALLAS,05,039,1671,0.493,1165,0.420,-506,-0.073
ARKANSAS,DESHA,05,041,2851,0.614,2228,0.523,-623,-0.091
ARKANSAS,DREW,05,043,2952,0.472,2365,0.359,-587,-0.113
ARKANSAS,FAULKNER,05,045,14538,0.396,14629,0.308,91,-0.088
ARKANSAS,FRANKLIN,05,047,3008,0.413,1376,0.203,-1632,-0.210
ARKANSAS,FULTON,05,049,2370,0.478,1067,0.224,-1303,-0.254
ARKANSAS,GARLAND,05,051,18040,0.449,12311,0.302,-5729,-0.147
ARKANSAS,GRANT,05,053,2524,0.373,1373,0.184,-1151,-0.189
ARKANSAS,GREENE,05,055,6564,0.470,3071,0.210,-3493,-0.260
ARKANSAS,HEMPSTEAD,05,057,3817,0.512,2377,0.337,-1440,-0.175
ARKANSAS,HOTSPRING,05,059,5901,0.489,3149,0.264,-2752,-0.225
ARKANSAS,HOWARD,05,061,2166,0.438,1351,0.289,-815,-0.149
ARKANSAS,INDEPENDENCE,05,063,5443,0.418,2881,0.212,-2562,-0.206
ARKANSAS,IZARD,05,065,2586,0.471,1113,0.204,-1473,-0.267
ARKANSAS,JACKSON,05,067,3515,0.565,1583,0.307,-1932,-0.258
ARKANSAS,JEFFERSON,05,069,19675,0.645,15772,0.609,-3903,-0.036
ARKANSAS,JOHNSON,05,071,3622,0.450,2427,0.266,-1195,-0.184
ARKANSAS,LAFAYETTE,05,073,1567,0.491,1032,0.361,-535,-0.130
ARKANSAS,LAWRENCE,05,075,3544,0.536,1263,0.222,-2281,-0.314
ARKANSAS,LEE,05,077,2548,0.625,1735,0.573,-813,-0.052
ARKANSAS,LINCOLN,05,079,2149,0.523,1252,0.327,-897,-0.196
ARKANSAS,LITTLERIVER,05,081,2677,0.506,1397,0.267,-1280,-0.239
ARKANSAS,LOGAN,05,083,3361,0.393,1715,0.217,-1646,-0.176
ARKANSAS,LONOKE,05,085,7454,0.338,5664,0.209,-1790,-0.129
ARKANSAS,MADISON,05,087,2421,0.379,1588,0.232,-833,-0.147
ARKANSAS,MARION,05,089,2602,0.379,1434,0.202,-1168,-0.177
ARKANSAS,MILLER,05,091,6139,0.418,4273,0.266,-1866,-0.152
ARKANSAS,MISSISSIPPI,05,093,7593,0.536,5670,0.429,-1923,-0.107
ARKANSAS,MONROE,05,095,2049,0.559,1312,0.455,-737,-0.104
ARKANSAS,MONTGOMERY,05,097,1524,0.385,1312,0.455,-737,-0.104
ARKANSAS,NEVADA,05,099,1694,0.487,1157,0.356,-537,-0.131
ARKANSAS,NEWTON,05,101,1506,0.344,699,0.186,-807,-0.158
ARKANSAS,OUACHITA,05,103,5188,0.487,4321,0.435,-867,-0.052
ARKANSAS,PERRY,05,105,1921,0.434,1049,0.244,-872,-0.190
ARKANSAS,PHILLIPS,05,107,5642,0.636,4310,0.620,-1332,-0.016
ARKANSAS,PIKE,05,109,1310,0.389,685,0.172,-625,-0.217
ARKANSAS,POINSETT,05,111,4069,0.527,1880,0.243,-2189,-0.284
ARKANSAS,POLK,05,113,2473,0.317,1212,0.147,-1261,-0.170
ARKANSAS,POPE,05,115,7100,0.340,5000,0.222,-2100,-0.118
ARKANSAS,PRAIRIE,05,117,1562,0.431,814,0.236,-748,-0.195
ARKANSAS,PULASKI,05,119,84532,0.550,89574,0.561,5042,0.011
ARKANSAS,RANDOLPH,05,121,3412,0.512,1425,0.223,-1987,-0.289
ARKANSAS,STFRANCIS,05,123,5684,0.593,4031,0.543,-1653,-0.050
ARKANSAS,SALINE,05,125,14153,0.359,13256,0.254,-897,-0.105
ARKANSAS,SCOTT,05,127,1473,0.365,602,0.172,-871,-0.193
ARKANSAS,SEARCY,05,129,1370,0.343,601,0.161,-769,-0.182
ARKANSAS,SEBASTIAN,05,131,16479,0.373,12300,0.276,-4179,-0.097
ARKANSAS,SEVIER,05,133,2035,0.442,1075,0.236,-960,-0.206
ARKANSAS,SHARP,05,135,3265,0.437,1472,0.203,-1793,-0.234
ARKANSAS,STONE,05,137,2255,0.406,1203,0.216,-1052,-0.190
ARKANSAS,UNION,05,139,7071,0.397,5855,0.347,-1216,-0.050
ARKANSAS,VANBUREN,05,141,3310,0.449,1549,0.211,-1761,-0.238
ARKANSAS,WASHINGTON,05,143,27597,0.431,33366,0.408,5769,-0.023
ARKANSAS,WHITE,05,145,9129,0.345,5170,0.185,-3959,-0.160
ARKANSAS,WOODRUFF,05,147,1972,0.652,1118,0.435,-854,-0.217
ARKANSAS,YELL,05,149,2913,0.437,1480,0.230,-1433,-0.207
CALIFORNIA,SANFRANCISCO,06,075,296772,0.830,345084,0.845,48312,0.015
CALIFORNIA,ALAMEDA,06,001,422585,0.752,514842,0.781,92257,0.029
CALIFORNIA,MARIN,06,041,99070,0.732,108707,0.773,9637,0.041
CALIFORNIA,SANTACRUZ,06,087,89102,0.730,95249,0.733,6147,0.003
CALIFORNIA,SANMATEO,06,081,197922,0.695,237882,0.757,39960,0.062
CALIFORNIA,SONOMA,06,097,148261,0.672,160435,0.688,12174,0.016
CALIFORNIA,SANTACLARA,06,085,386100,0.639,511684,0.727,125584,0.088
CALIFORNIA,MENDOCINO,06,045,24385,0.635,22079,0.582,-2306,-0.052
CALIFORNIA,LOSANGELES,06,037,1907736,0.631,2464364,0.718,556628,0.087
CALIFORNIA,CONTRACOSTA,06,013,257254,0.623,319287,0.675,62033,0.052
CALIFORNIA,MONTEREY,06,053,75241,0.604,89088,0.668,13847,0.064
CALIFORNIA,NAPA,06,055,33666,0.595,39199,0.639,5533,0.044
CALIFORNIA,YOLO,06,113,42885,0.593,54752,0.667,11867,0.074
CALIFORNIA,HUMBOLDT,06,023,37988,0.577,33200,0.553,-4788,-0.024
CALIFORNIA,SOLANO,06,095,85096,0.572,102360,0.609,17264,0.037
CALIFORNIA,ALPINE,06,003,373,0.532,334,0.555,-39,0.023
CALIFORNIA,SANTABARBARA,06,083,90314,0.532,107142,0.599,16828,0.067
CALIFORNIA,LAKE,06,033,13141,0.532,11496,0.466,-1645,-0.066
CALIFORNIA,SANBENITO,06,069,9851,0.526,12521,0.566,2670,0.040
CALIFORNIA,IMPERIAL,06,025,17964,0.524,32667,0.679,14703,0.155
CALIFORNIA,SACRAMENTO,06,067,236657,0.495,326023,0.580,89366,0.085
CALIFORNIA,MONO,06,051,2628,0.492,2773,0.525,145,0.033
CALIFORNIA,VENTURA,06,111,148859,0.475,194402,0.546,45543,0.071
CALIFORNIA,SANDIEGO,06,073,526437,0.464,735476,0.563,209039,0.099
CALIFORNIA,SANJOAQUIN,06,077,87012,0.458,121124,0.534,34112,0.076
CALIFORNIA,SANLUISOBISPO,06,079,58742,0.455,67107,0.489,8365,0.034
CALIFORNIA,NEVADA,06,057,24220,0.449,26053,0.474,1833,0.025
CALIFORNIA,BUTTE,06,007,42448,0.441,41567,0.429,-881,-0.012
CALIFORNIA,SANBERNARDINO,06,071,227789,0.436,340833,0.521,113044,0.085
CALIFORNIA,TRINITY,06,105,2782,0.427,2214,0.383,-568,-0.044
CALIFORNIA,MERCED,06,047,24491,0.423,37317,0.527,12826,0.104
CALIFORNIA,FRESNO,06,019,103154,0.417,141341,0.492,38187,0.075
CALIFORNIA,DELNORTE,06,015,3892,0.413,3485,0.365,-407,-0.048
CALIFORNIA,RIVERSIDE,06,065,228806,0.410,373695,0.497,144889,0.087
CALIFORNIA,STANISLAUS,06,099,58829,0.404,81647,0.468,22818,0.064
CALIFORNIA,ORANGE,06,059,419239,0.390,609961,0.509,190722,0.119
CALIFORNIA,INYO,06,027,3350,0.389,3155,0.386,-195,-0.003
CALIFORNIA,TUOLUMNE,06,109,10104,0.385,9123,0.352,-981,-0.033
CALIFORNIA,SISKIYOU,06,093,7880,0.377,7234,0.353,-646,-0.024
CALIFORNIA,MARIPOSA,06,043,3251,0.375,3122,0.352,-129,-0.023
CALIFORNIA,ELDORADO,06,017,32242,0.373,36404,0.383,4162,0.010
CALIFORNIA,CALAVERAS,06,009,8286,0.371,7944,0.338,-342,-0.033
CALIFORNIA,PLUMAS,06,063,4129,0.369,3459,0.351,-670,-0.018
CALIFORNIA,AMADOR,06,005,6541,0.366,6004,0.334,-537,-0.032
CALIFORNIA,PLACER,06,061,55573,0.363,73509,0.395,17936,0.032
CALIFORNIA,MADERA,06,039,13481,0.347,17029,0.391,3548,0.044
CALIFORNIA,KINGS,06,031,10833,0.337,13617,0.397,2784,0.060
CALIFORNIA,SIERRA,06,091,646,0.332,601,0.323,-45,-0.009
CALIFORNIA,TULARE,06,107,32494,0.329,47585,0.417,15091,0.088
CALIFORNIA,KERN,06,029,68603,0.325,98689,0.404,30086,0.079
CALIFORNIA,TEHAMA,06,103,7504,0.320,6809,0.285,-695,-0.035
CALIFORNIA,SUTTER,06,101,9602,0.319,13076,0.387,3474,0.069
CALIFORNIA,GLENN,06,021,2995,0.317,3065,0.324,70,0.007
