STATE,COUNTY_NAME,STATE_FIPS,COUNTY_FIPS,OBAMA_VOTES,OBAMA_%,ROMNEY_VOTES,ROMNEY_%,OTHER_VOTES,OTHER_%
MS,CALHOUN,28,013,2586,0.366,4412,0.624,70,0.010
WV,CALHOUN,54,013,818,0.371,1319,0.598,70,0.032
IL,CALHOUN,17,013,1080,0.419,1440,0.559,56,0.022
MI,CALHOUN,26,025,29267,0.502,28333,0.486,727,0.012
IA,CALHOUN,19,025,2238,0.428,2891,0.553,101,0.019
NM,SANJUAN,35,045,15855,0.343,28849,0.624,1533,0.033
CO,SANJUAN,08,111,266,0.553,212,0.441,3,0.006
UT,SANJUAN,49,037,2139,0.403,3074,0.579,94,0.018
WA,SANJUAN,53,055,7125,0.673,3111,0.294,358,0.034
AK,LEGISLATIVEDISTRICT01,02,ALD01,1518,0.197,5899,0.764,305,0.039
AK,LEGISLATIVEDISTRICT02,02,ALD02,3096,0.342,5509,0.608,453,0.050
AK,LEGISLATIVEDISTRICT03,02,ALD03,2034,0.335,3769,0.621,266,0.044
AK,LEGISLATIVEDISTRICT04,02,ALD04,2864,0.422,3586,0.528,337,0.050
AK,LEGISLATIVEDISTRICT05,02,ALD05,3644,0.448,4027,0.495,472,0.058
AK,LEGISLATIVEDISTRICT06,02,ALD06,2145,0.275,5254,0.674,394,0.051
AK,LEGISLATIVEDISTRICT07,02,ALD07,1962,0.259,5247,0.693,366,0.048
AK,LEGISLATIVEDISTRICT08,02,ALD08,2083,0.253,5826,0.707,333,0.040
AK,LEGISLATIVEDISTRICT09,02,ALD09,1667,0.225,5432,0.733,309,0.042
AK,LEGISLATIVEDISTRICT10,02,ALD10,1344,0.205,4928,0.750,298,0.045
AK,LEGISLATIVEDISTRICT11,02,ALD11,2222,0.257,6057,0.702,352,0.041
AK,LEGISLATIVEDISTRICT12,02,ALD12,1901,0.293,4300,0.663,281,0.043
AK,LEGISLATIVEDISTRICT13,02,ALD13,2425,0.425,3078,0.539,204,0.036
AK,LEGISLATIVEDISTRICT14,02,ALD14,3340,0.473,3453,0.489,275,0.039
AK,LEGISLATIVEDISTRICT15,02,ALD15,3283,0.509,2875,0.446,293,0.045
AK,LEGISLATIVEDISTRICT16,02,ALD16,4013,0.559,2876,0.401,292,0.041
AK,LEGISLATIVEDISTRICT17,02,ALD17,2853,0.622,1542,0.336,194,0.042
AK,LEGISLATIVEDISTRICT18,02,ALD18,4247,0.613,2369,0.342,314,0.045
AK,LEGISLATIVEDISTRICT19,02,ALD19,4126,0.498,3855,0.465,305,0.037
AK,LEGISLATIVEDISTRICT20,02,ALD20,3081,0.387,4544,0.571,339,0.043
AK,LEGISLATIVEDISTRICT21,02,ALD21,3316,0.374,5262,0.594,288,0.032
AK,LEGISLATIVEDISTRICT22,02,ALD22,2859,0.436,3445,0.526,251,0.038
AK,LEGISLATIVEDISTRICT23,02,ALD23,3167,0.378,4926,0.589,277,0.033
AK,LEGISLATIVEDISTRICT24,02,ALD24,3128,0.429,3912,0.537,249,0.034
AK,LEGISLATIVEDISTRICT25,02,ALD25,3739,0.432,4569,0.528,353,0.041
AK,LEGISLATIVEDISTRICT26,02,ALD26,3169,0.302,6968,0.664,354,0.034
AK,LEGISLATIVEDISTRICT27,02,ALD27,4463,0.412,6015,0.556,345,0.032
AK,LEGISLATIVEDISTRICT28,02,ALD28,2188,0.259,5882,0.696,379,0.045
AK,LEGISLATIVEDISTRICT29,02,ALD29,1933,0.241,5774,0.721,304,0.038
AK,LEGISLATIVEDISTRICT30,02,ALD30,3578,0.376,5492,0.578,435,0.046
AK,LEGISLATIVEDISTRICT31,02,ALD31,4679,0.501,4219,0.452,437,0.047
AK,LEGISLATIVEDISTRICT32,02,ALD32,5930,0.622,3095,0.325,503,0.053
AK,LEGISLATIVEDISTRICT33,02,ALD33,2716,0.364,4289,0.574,466,0.062
AK,LEGISLATIVEDISTRICT34,02,ALD34,4662,0.540,3523,0.408,452,0.052
AK,LEGISLATIVEDISTRICT35,02,ALD35,2830,0.408,3804,0.549,298,0.043
AK,LEGISLATIVEDISTRICT36,02,ALD36,3341,0.672,1386,0.279,245,0.049
AK,LEGISLATIVEDISTRICT37,02,ALD37,2631,0.607,1517,0.350,187,0.043
AK,LEGISLATIVEDISTRICT38,02,ALD38,4101,0.602,2259,0.332,454,0.067
AK,LEGISLATIVEDISTRICT39,02,ALD39,3645,0.556,2566,0.391,349,0.053
AK,LEGISLATIVEDISTRICT40,02,ALD40,2717,0.642,1347,0.318,171,0.040
