STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,KERRY_VOTES,KERRY_%,BUSH_VOTES,BUSH_%,OTHER_VOTES,OTHER_%
GA,FANNIN,13,111,2727,0.282,6862,0.71,77,0.008
GA,FAYETTE,13,113,14887,0.283,37346,0.71,354,0.007
GA,FLOYD,13,115,10038,0.317,21400,0.677,187,0.006
GA,FORSYTH,13,117,9201,0.162,47267,0.831,436,0.008
GA,FRANKLIN,13,119,2245,0.299,5218,0.696,39,0.005
GA,FULTON,13,121,199436,0.593,134372,0.399,2599,0.008
GA,GILMER,13,123,2510,0.251,7414,0.74,90,0.009
GA,GLASCOCK,13,125,250,0.197,1016,0.801,3,0.002
GA,GLYNN,13,127,8962,0.324,18608,0.672,126,0.005
GA,GORDON,13,129,4028,0.255,11671,0.739,93,0.006
GA,GRADY,13,131,3092,0.377,5068,0.619,34,0.004
GA,GREENE,13,133,2774,0.404,4069,0.592,31,0.005
GA,GWINNETT,13,135,81708,0.335,160445,0.657,2026,0.008
GA,HABERSHAM,13,137,2750,0.207,10434,0.786,85,0.006
GA,HALL,13,139,10514,0.211,38883,0.782,347,0.007
GA,HANCOCK,13,141,2715,0.765,822,0.232,13,0.004
GA,HARALSON,13,143,2434,0.239,7703,0.756,56,0.005
GA,HARRIS,13,145,3400,0.275,8878,0.719,72,0.006
GA,HART,13,147,3479,0.385,5500,0.609,50,0.006
GA,HEARD,13,149,1148,0.29,2788,0.705,20,0.005
GA,HENRY,13,151,21096,0.329,42759,0.667,298,0.005
GA,HOUSTON,13,153,15054,0.333,29862,0.661,282,0.006
GA,IRWIN,13,155,1051,0.308,2347,0.687,16,0.005
GA,JACKSON,13,157,3468,0.214,12611,0.78,94,0.006
GA,JASPER,13,159,1558,0.329,3157,0.666,27,0.006
GA,JEFFDAVIS,13,161,1277,0.264,3549,0.733,19,0.004
GA,JEFFERSON,13,163,3447,0.527,3066,0.469,24,0.004
GA,JENKINS,13,165,1494,0.439,1898,0.558,12,0.004
GA,JOHNSON,13,167,1263,0.355,2279,0.641,11,0.003
GA,JONES,13,169,3855,0.355,6939,0.639,59,0.005
GA,LAMAR,13,171,2432,0.374,4027,0.62,39,0.006
GA,LANIER,13,173,931,0.36,1641,0.634,15,0.006
GA,LAURENS,13,175,6281,0.364,10883,0.631,73,0.004
GA,LEE,13,177,2182,0.209,8201,0.787,38,0.004
GA,LIBERTY,13,179,6619,0.517,6131,0.479,55,0.004
GA,LINCOLN,13,181,1337,0.366,2309,0.631,11,0.003
GA,LONG,13,183,1033,0.34,1994,0.656,12,0.004
GA,LOWNDES,13,185,12516,0.395,18981,0.6,157,0.005
GA,LUMPKIN,13,187,2091,0.235,6690,0.753,105,0.012
GA,MCDUFFIE,13,189,2899,0.373,4846,0.623,28,0.004
GA,MCINTOSH,13,191,2523,0.469,2837,0.527,19,0.004
GA,MACON,13,193,2906,0.608,1851,0.387,20,0.004
GA,MADISON,13,195,2527,0.257,7254,0.737,62,0.006
GA,MARION,13,197,1275,0.431,1670,0.565,10,0.003
GA,MERIWETHER,13,199,3709,0.455,4402,0.54,44,0.005
GA,MILLER,13,201,736,0.301,1694,0.694,12,0.005
GA,MITCHELL,13,205,3360,0.462,3885,0.535,22,0.003
GA,MONROE,13,207,3216,0.329,6522,0.666,51,0.005
GA,MONTGOMERY,13,209,1007,0.318,2150,0.678,12,0.004
GA,MORGAN,13,211,2304,0.318,4902,0.677,37,0.005
GA,MURRAY,13,213,2899,0.271,7745,0.725,45,0.004
GA,MUSCOGEE,13,215,32867,0.513,30850,0.482,289,0.005
GA,NEWTON,13,217,10939,0.375,18095,0.62,145,0.005
GA,OCONEE,13,219,3789,0.267,10276,0.725,117,0.008
GA,OGLETHORPE,13,221,1899,0.337,3688,0.655,44,0.008
GA,PAULDING,13,223,9420,0.233,30843,0.762,233,0.006
GA,PEACH,13,225,3961,0.463,4554,0.533,34,0.004
GA,PICKENS,13,227,2444,0.23,8115,0.763,71,0.007
GA,PIERCE,13,229,1234,0.208,4680,0.79,10,0.002
GA,PIKE,13,231,1506,0.223,5193,0.77,46,0.007
GA,POLK,13,233,3868,0.312,8467,0.682,79,0.006
GA,PULASKI,13,235,1294,0.368,2202,0.626,20,0.006
GA,PUTNAM,13,237,2880,0.355,5188,0.64,43,0.005
GA,QUITMAN,13,239,543,0.563,409,0.424,13,0.013
GA,RABUN,13,241,1918,0.289,4650,0.701,70,0.011
GA,RANDOLPH,13,243,1612,0.529,1418,0.465,17,0.006
GA,RICHMOND,13,245,39268,0.566,29765,0.429,323,0.005
GA,ROCKDALE,13,247,12136,0.389,18856,0.605,189,0.006
GA,SCHLEY,13,249,464,0.303,1063,0.695,3,0.002
GA,SCREVEN,13,251,2534,0.428,3360,0.567,29,0.005
GA,SEMINOLE,13,253,1278,0.39,1977,0.604,20,0.006
GA,SPALDING,13,255,7460,0.355,13461,0.64,105,0.005
GA,STEPHENS,13,257,2714,0.281,6904,0.714,52,0.005
GA,STEWART,13,259,1220,0.601,797,0.392,14,0.007
GA,SUMTER,13,261,5562,0.493,5688,0.504,41,0.004
GA,TALBOT,13,263,1830,0.621,1103,0.375,12,0.004
GA,TALIAFERRO,13,265,612,0.644,335,0.352,4,0.004
GA,TATTNALL,13,267,1787,0.276,4657,0.721,19,0.003
GA,TAYLOR,13,269,1458,0.431,1912,0.566,11,0.003
GA,TELFAIR,13,271,1590,0.421,2171,0.575,14,0.004
GA,TERRELL,13,273,1951,0.51,1859,0.486,14,0.004
GA,THOMAS,13,275,5997,0.382,9659,0.615,51,0.003
GA,TIFT,13,277,3864,0.308,8619,0.688,46,0.004
GA,TOOMBS,13,279,2567,0.291,6196,0.703,51,0.006
GA,TOWNS,13,281,1430,0.271,3823,0.724,27,0.005
GA,TREUTLEN,13,283,1052,0.381,1691,0.613,15,0.005
GA,TROUP,13,285,7630,0.348,14183,0.647,114,0.005
GA,TURNER,13,287,1135,0.383,1815,0.612,14,0.005
GA,TWIGGS,13,289,2220,0.509,2112,0.484,33,0.008
GA,UNION,13,291,2327,0.252,6847,0.742,54,0.006
GA,UPSON,13,293,3424,0.339,6634,0.657,33,0.003
GA,WALKER,13,295,5987,0.279,15340,0.715,127,0.006
GA,WALTON,13,297,5887,0.213,21594,0.782,143,0.005
GA,WARE,13,299,3448,0.306,7791,0.691,42,0.004
GA,WARREN,13,301,1360,0.546,1121,0.45,8,0.003
GA,WASHINGTON,13,303,3733,0.476,4081,0.52,33,0.004
GA,WAYNE,13,305,2683,0.281,6819,0.714,53,0.006
GA,WEBSTER,13,307,515,0.511,485,0.481,8,0.008
GA,WHEELER,13,309,847,0.413,1192,0.582,10,0.005
GA,WHITE,13,311,2016,0.212,7403,0.779,79,0.008
GA,WHITFIELD,13,313,6933,0.263,19297,0.732,148,0.006
GA,WILCOX,13,315,902,0.344,1705,0.651,12,0.005
GA,WILKES,13,317,2028,0.446,2490,0.548,26,0.006
GA,WILKINSON,13,319,2235,0.495,2261,0.501,18,0.004
GA,WORTH,13,321,2219,0.302,5105,0.694,29,0.004
HI,HAWAII,15,001,35116,0.609,22032,0.382,554,0.01
HI,HONOLULU,15,003,152500,0.511,144157,0.483,1890,0.006
HI,KALAWAO,15,005,-9999,-99.99,-9999,-99.99,-9999,-99.99
HI,KAUAI,15,007,14916,0.6,9740,0.392,217,0.009
HI,MAUI,15,009,28803,0.607,18187,0.383,440,0.009
ID,ADA,16,001,58523,0.378,94641,0.611,1838,0.012
ID,ADAMS,16,003,555,0.269,1468,0.712,40,0.019
ID,BANNOCK,16,005,12903,0.37,21479,0.616,461,0.013
ID,BEARLAKE,16,007,494,0.163,2506,0.824,40,0.013
ID,BENEWAH,16,009,1148,0.284,2823,0.698,76,0.019
ID,BINGHAM,16,011,3605,0.218,12734,0.769,225,0.014
ID,BLAINE,16,013,5992,0.591,4034,0.398,120,0.012
ID,BOISE,16,015,970,0.275,2501,0.709,56,0.016
ID,BONNER,16,017,6649,0.376,10697,0.605,335,0.019
ID,BONNEVILLE,16,019,8356,0.215,30048,0.773,467,0.012
ID,BOUNDARY,16,021,1268,0.29,3012,0.688,98,0.022
ID,BUTTE,16,023,321,0.228,1077,0.766,8,0.006
ID,CAMAS,16,025,139,0.234,450,0.756,6,0.01
ID,CANYON,16,027,13415,0.241,41599,0.747,678,0.012
ID,CARIBOU,16,029,491,0.15,2753,0.839,37,0.011
ID,CASSIA,16,031,1153,0.147,6562,0.839,106,0.014
ID,CLARK,16,033,46,0.13,302,0.856,5,0.014
ID,CLEARWATER,16,035,1117,0.277,2839,0.704,78,0.019
ID,CUSTER,16,037,559,0.237,1762,0.747,37,0.016
ID,ELMORE,16,039,1959,0.243,6011,0.746,89,0.011
ID,FRANKLIN,16,041,456,0.09,4527,0.896,71,0.014
ID,FREMONT,16,043,741,0.128,4965,0.861,63,0.011
ID,GEM,16,045,1628,0.228,5416,0.759,90,0.013
ID,GOODING,16,047,1278,0.24,3973,0.746,74,0.014
ID,IDAHO,16,049,1689,0.212,6017,0.755,259,0.033
ID,JEFFERSON,16,051,1084,0.122,7703,0.865,119,0.013
ID,JEROME,16,053,1344,0.204,5177,0.787,59,0.009
ID,KOOTENAI,16,055,17584,0.322,36173,0.663,839,0.015
ID,LATAH,16,057,8430,0.48,8686,0.495,431,0.025
ID,LEMHI,16,059,915,0.226,3079,0.76,59,0.015
ID,LEWIS,16,061,440,0.242,1359,0.747,21,0.012
ID,LINCOLN,16,063,466,0.249,1388,0.74,21,0.011
ID,MADISON,16,065,826,0.071,10693,0.919,118,0.01
ID,MINIDOKA,16,067,1331,0.185,5797,0.805,72,0.01
ID,NEZPERCE,16,069,6476,0.366,11009,0.622,215,0.012
ID,ONEIDA,16,071,304,0.143,1789,0.839,40,0.019
ID,OWYHEE,16,073,685,0.191,2859,0.796,46,0.013
ID,PAYETTE,16,075,1848,0.226,6256,0.765,76,0.009
ID,POWER,16,077,829,0.28,2105,0.712,24,0.008
ID,SHOSHONE,16,079,2331,0.437,2922,0.547,84,0.016
ID,TETON,16,081,1416,0.384,2235,0.606,39,0.011
ID,TWINFALLS,16,083,6458,0.244,19672,0.744,305,0.012
ID,VALLEY,16,085,1843,0.386,2863,0.6,66,0.014
ID,WASHINGTON,16,087,1033,0.237,3274,0.751,52,0.012
IL,ADAMS,17,001,10511,0.334,20834,0.662,132,0.004
IL,ALEXANDER,17,003,2016,0.521,1831,0.473,26,0.007
IL,BOND,17,005,3228,0.438,4068,0.552,73,0.01
IL,BOONE,17,007,8286,0.424,11132,0.57,123,0.006
IL,BROWN,17,009,895,0.346,1679,0.65,11,0.004
IL,BUREAU,17,011,7961,0.445,9822,0.549,119,0.007
IL,CALHOUN,17,013,1367,0.505,1317,0.487,22,0.008
IL,CARROLL,17,015,3537,0.435,4534,0.557,64,0.008
IL,CASS,17,017,2492,0.437,3163,0.555,45,0.008
IL,CHAMPAIGN,17,019,41524,0.504,39896,0.484,1014,0.012
IL,CHRISTIAN,17,021,6112,0.4,9044,0.592,111,0.007
IL,CLARK,17,023,2877,0.359,5082,0.635,48,0.006
IL,CLAY,17,025,2101,0.321,4416,0.674,37,0.006
IL,CLINTON,17,027,6797,0.397,10219,0.597,115,0.007
IL,COLES,17,029,9566,0.42,13015,0.571,199,0.009
IL,COOK,17,031,1439724,0.702,597405,0.291,12305,0.006
IL,CRAWFORD,17,033,3194,0.342,6083,0.652,55,0.006
IL,CUMBERLAND,17,035,1862,0.344,3497,0.646,57,0.011
IL,DEKALB,17,037,19263,0.473,21095,0.517,410,0.01
IL,DEWITT,17,039,2836,0.364,4920,0.631,42,0.005
IL,DOUGLAS,17,041,2767,0.324,5702,0.668,71,0.008
IL,DUPAGE,17,043,180097,0.448,218902,0.544,3447,0.009
IL,EDGAR,17,045,3093,0.367,5258,0.624,78,0.009
IL,EDWARDS,17,047,930,0.276,2412,0.717,22,0.007
IL,EFFINGHAM,17,049,4388,0.27,11774,0.723,116,0.007
IL,FAYETTE,17,051,3571,0.374,5880,0.616,98,0.01
IL,FORD,17,053,1912,0.295,4511,0.696,56,0.009
IL,FRANKLIN,17,055,8816,0.456,10388,0.537,148,0.008
IL,FULTON,17,057,9080,0.533,7818,0.459,137,0.008
IL,GALLATIN,17,059,1573,0.488,1619,0.502,33,0.01
IL,GREENE,17,061,2457,0.405,3559,0.587,52,0.009
IL,GRUNDY,17,063,8463,0.427,11198,0.565,170,0.009
IL,HAMILTON,17,065,1814,0.402,2653,0.588,47,0.01
IL,HANCOCK,17,067,3975,0.402,5837,0.59,87,0.009
IL,HARDIN,17,069,923,0.379,1501,0.616,13,0.005
IL,HENDERSON,17,071,2269,0.546,1857,0.447,27,0.007
IL,HENRY,17,073,11877,0.471,13212,0.523,152,0.006
IL,IROQUOIS,17,075,3832,0.277,9914,0.717,89,0.006
IL,JACKSON,17,077,14300,0.554,11190,0.433,336,0.013
IL,JASPER,17,079,1781,0.334,3529,0.661,26,0.005
IL,JEFFERSON,17,081,6713,0.396,10160,0.599,75,0.004
IL,JERSEY,17,083,4597,0.453,5435,0.536,105,0.01
IL,JODAVIESS,17,085,5311,0.458,6174,0.533,99,0.009
IL,JOHNSON,17,087,1813,0.309,3997,0.682,55,0.009
IL,KANE,17,089,73813,0.441,92065,0.55,1419,0.008
IL,KANKAKEE,17,091,20003,0.444,24739,0.549,294,0.007
IL,KENDALL,17,093,12497,0.384,19776,0.608,254,0.008
IL,KNOX,17,095,13403,0.542,11111,0.45,194,0.008
IL,LAKE,17,097,134352,0.488,139081,0.505,1862,0.007
IL,LASALLE,17,099,24263,0.478,26101,0.515,365,0.007
IL,LAWRENCE,17,101,2518,0.374,4162,0.619,49,0.007
IL,LEE,17,103,6416,0.404,9307,0.586,153,0.01
IL,LIVINGSTON,17,105,5632,0.351,10316,0.643,91,0.006
IL,LOGAN,17,107,4273,0.317,9112,0.677,82,0.006
IL,MCDONOUGH,17,109,7119,0.477,7656,0.513,154,0.01
IL,MCHENRY,17,111,50330,0.393,76412,0.597,1206,0.009
IL,MCLEAN,17,113,29877,0.417,41276,0.576,467,0.007
IL,MACON,17,115,23341,0.451,28118,0.543,287,0.006
IL,MACOUPIN,17,117,11193,0.491,11413,0.501,179,0.008
IL,MADISON,17,119,63399,0.513,59384,0.48,895,0.007
IL,MARION,17,121,7694,0.447,9413,0.547,117,0.007
IL,MARSHALL,17,123,2806,0.426,3734,0.567,44,0.007
IL,MASON,17,125,3215,0.448,3907,0.544,61,0.008
IL,MASSAC,17,127,2805,0.378,4578,0.617,41,0.006
IL,MENARD,17,129,2137,0.325,4408,0.671,29,0.004
IL,MERCER,17,131,4512,0.503,4405,0.491,57,0.006
IL,MONROE,17,133,6788,0.415,9468,0.578,114,0.007
IL,MONTGOMERY,17,135,5979,0.462,6851,0.53,100,0.008
IL,MORGAN,17,137,5650,0.372,9392,0.619,138,0.009
IL,MOULTRIE,17,139,2388,0.369,4028,0.623,50,0.008
IL,OGLE,17,141,9018,0.374,14918,0.619,155,0.006
IL,PEORIA,17,143,41121,0.497,41051,0.496,599,0.007
IL,PERRY,17,145,4770,0.458,5589,0.536,66,0.006
IL,PIATT,17,147,3124,0.364,5392,0.628,70,0.008
IL,PIKE,17,149,2849,0.357,5032,0.631,99,0.012
IL,POPE,17,151,918,0.377,1500,0.616,18,0.007
IL,PULASKI,17,153,1372,0.441,1720,0.553,16,0.005
IL,PUTNAM,17,155,1704,0.508,1623,0.484,25,0.007
IL,RANDOLPH,17,157,6771,0.453,8076,0.54,109,0.007
IL,RICHLAND,17,159,2529,0.326,5153,0.665,67,0.009
IL,ROCKISLAND,17,161,39880,0.57,29663,0.424,429,0.006
IL,SAINTCLAIR,17,163,62410,0.551,50203,0.444,576,0.005
IL,SALINE,17,165,4697,0.398,7057,0.597,60,0.005
IL,SANGAMON,17,167,38630,0.405,55904,0.586,841,0.009
IL,SCHUYLER,17,169,1594,0.395,2403,0.596,34,0.008
IL,SCOTT,17,171,927,0.352,1696,0.643,13,0.005
IL,SHELBY,17,173,3744,0.354,6753,0.638,80,0.008
IL,STARK,17,175,1189,0.388,1841,0.601,31,0.01
IL,STEPHENSON,17,177,8913,0.418,12212,0.573,195,0.009
IL,TAZEWELL,17,179,25814,0.414,36058,0.578,466,0.007
IL,UNION,17,181,3735,0.41,5333,0.585,51,0.006
IL,VERMILION,17,183,14726,0.437,18731,0.556,257,0.008
IL,WABASH,17,185,1752,0.292,4212,0.701,42,0.007
IL,WARREN,17,187,3938,0.466,4474,0.529,45,0.005
IL,WASHINGTON,17,189,2986,0.368,5072,0.626,46,0.006
IL,WAYNE,17,191,2139,0.258,6102,0.736,46,0.006
IL,WHITE,17,193,3071,0.37,5180,0.624,50,0.006
IL,WHITESIDE,17,195,13723,0.511,12959,0.482,191,0.007
IL,WILL,17,197,117172,0.469,130728,0.524,1709,0.007
IL,WILLIAMSON,17,199,11685,0.39,18086,0.604,189,0.006
IL,WINNEBAGO,17,201,59740,0.492,60782,0.501,903,0.007
IL,WOODFORD,17,203,6005,0.319,12698,0.675,99,0.005
IN,ADAMS,18,001,3512,0.263,9734,0.73,94,0.007
IN,ALLEN,18,003,46710,0.36,82013,0.633,886,0.007
IN,BARTHOLOMEW,18,005,9191,0.322,19093,0.67,231,0.008
IN,BENTON,18,007,1135,0.284,2797,0.701,60,0.015
IN,BLACKFORD,18,009,1903,0.354,3447,0.641,30,0.006
IN,BOONE,18,011,5636,0.246,17055,0.745,207,0.009
IN,BROWN,18,013,2730,0.372,4512,0.616,88,0.012
IN,CARROLL,18,015,2689,0.311,5868,0.679,81,0.009
IN,CASS,18,017,4315,0.31,9480,0.68,136,0.01
IN,CLARK,18,019,17648,0.417,24495,0.579,194,0.005
IN,CLAY,18,021,3333,0.309,7361,0.683,89,0.008
IN,CLINTON,18,023,3335,0.281,8471,0.713,71,0.006
IN,CRAWFORD,18,025,1932,0.422,2609,0.57,33,0.007
IN,DAVIESS,18,027,2573,0.243,7936,0.749,90,0.008
IN,DEARBORN,18,029,6596,0.315,14231,0.679,142,0.007
IN,DECATUR,18,031,2621,0.257,7499,0.735,79,0.008
IN,DEKALB,18,033,4810,0.312,10468,0.68,125,0.008
IN,DELAWARE,18,035,20436,0.426,27064,0.565,439,0.009
IN,DUBOIS,18,037,5210,0.305,11726,0.687,130,0.008
IN,ELKHART,18,039,17966,0.293,42967,0.7,447,0.007
IN,FAYETTE,18,041,3626,0.383,5761,0.608,81,0.009
IN,FLOYD,18,043,13857,0.409,19877,0.587,156,0.005
IN,FOUNTAIN,18,045,2477,0.317,5260,0.674,67,0.009
IN,FRANKLIN,18,047,2925,0.293,6977,0.698,90,0.009
IN,FULTON,18,049,2607,0.3,6027,0.693,69,0.008
IN,GIBSON,18,051,5378,0.368,9133,0.625,103,0.007
IN,GRANT,18,053,8509,0.31,18769,0.684,182,0.007
IN,GREENE,18,055,4606,0.345,8609,0.645,137,0.01
IN,HAMILTON,18,057,26388,0.252,77887,0.742,631,0.006
IN,HANCOCK,18,059,6912,0.248,20771,0.745,184,0.007
IN,HARRISON,18,061,6171,0.356,11015,0.636,124,0.007
IN,HENDRICKS,18,063,13548,0.259,38430,0.735,324,0.006
IN,HENRY,18,065,7176,0.35,13137,0.641,191,0.009
IN,HOWARD,18,067,12998,0.351,23714,0.641,309,0.008
IN,HUNTINGTON,18,069,3877,0.248,11617,0.743,133,0.009
IN,JACKSON,18,071,5092,0.312,11083,0.68,134,0.008
IN,JASPER,18,073,3678,0.311,8056,0.68,110,0.009
IN,JAY,18,075,2740,0.333,5427,0.659,65,0.008
IN,JEFFERSON,18,077,5117,0.394,7763,0.598,91,0.007
IN,JENNINGS,18,079,3538,0.336,6864,0.653,115,0.011
IN,JOHNSON,18,081,13109,0.256,37765,0.737,381,0.007
IN,KNOX,18,083,5649,0.359,9990,0.634,107,0.007
IN,KOSCIUSKO,18,085,5977,0.211,22136,0.781,247,0.009
IN,LAGRANGE,18,087,2523,0.28,6430,0.714,50,0.006
IN,LAKE,18,089,114743,0.61,71903,0.382,1376,0.007
IN,LAPORTE,18,091,21114,0.496,20916,0.491,576,0.014
IN,LAWRENCE,18,093,5346,0.302,12207,0.69,145,0.008
IN,MADISON,18,095,21882,0.399,32526,0.593,447,0.008
IN,MARION,18,097,162249,0.506,156072,0.486,2517,0.008
IN,MARSHALL,18,099,5593,0.314,12074,0.678,147,0.008
IN,MARTIN,18,101,1522,0.305,3414,0.683,60,0.012
IN,MIAMI,18,103,3886,0.285,9600,0.704,142,0.01
IN,MONROE,18,105,26965,0.534,22834,0.452,668,0.013
IN,MONTGOMERY,18,107,3536,0.243,10901,0.749,111,0.008
IN,MORGAN,18,109,6650,0.255,19197,0.738,182,0.007
IN,NEWTON,18,111,2032,0.347,3757,0.642,59,0.01
IN,NOBLE,18,113,4703,0.3,10859,0.693,117,0.007
IN,OHIO,18,115,1139,0.385,1796,0.607,23,0.008
IN,ORANGE,18,117,2885,0.333,5683,0.657,84,0.01
IN,OWEN,18,119,2536,0.334,5000,0.658,68,0.009
IN,PARKE,18,121,2362,0.339,4550,0.653,59,0.008
IN,PERRY,18,123,4131,0.497,4137,0.498,47,0.006
IN,PIKE,18,125,2418,0.389,3745,0.603,49,0.008
IN,PORTER,18,127,29388,0.453,34794,0.536,691,0.011
IN,POSEY,18,129,4085,0.341,7833,0.654,68,0.006
IN,PULASKI,18,131,1750,0.312,3797,0.676,67,0.012
IN,PUTNAM,18,133,4103,0.312,8908,0.678,125,0.01
IN,RANDOLPH,18,135,3812,0.344,7172,0.647,108,0.01
IN,RIPLEY,18,137,3510,0.297,8224,0.695,100,0.008
IN,RUSH,18,139,2000,0.27,5363,0.723,58,0.008
IN,SAINTJOSEPH,18,141,52637,0.485,55254,0.509,728,0.007
IN,SCOTT,18,143,3822,0.44,4793,0.552,62,0.007
IN,SHELBY,18,145,4519,0.282,11397,0.711,111,0.007
IN,SPENCER,18,147,3920,0.395,5934,0.598,70,0.007
IN,STARKE,18,149,3987,0.446,4846,0.542,104,0.012
IN,STEUBEN,18,151,4345,0.337,8433,0.653,127,0.01
IN,SULLIVAN,18,153,3341,0.398,4999,0.596,54,0.006
IN,SWITZERLAND,18,155,1479,0.403,2161,0.589,31,0.008
IN,TIPPECANOE,18,157,20818,0.398,30897,0.59,645,0.012
IN,TIPTON,18,159,2203,0.279,5628,0.713,61,0.008
IN,UNION,18,161,1045,0.313,2266,0.678,33,0.01
IN,VANDERBURGH,18,163,28767,0.407,41463,0.587,424,0.006
IN,VERMILLION,18,165,3424,0.488,3536,0.504,57,0.008
IN,VIGO,18,167,18426,0.464,20988,0.528,330,0.008
IN,WABASH,18,169,3920,0.288,9607,0.706,75,0.006
IN,WARREN,18,171,1356,0.342,2565,0.648,39,0.01
IN,WARRICK,18,173,8980,0.345,16930,0.651,115,0.004
IN,WASHINGTON,18,175,3879,0.357,6915,0.636,86,0.008
IN,WAYNE,18,177,10775,0.39,16586,0.6,296,0.011
IN,WELLS,18,179,3112,0.252,9168,0.742,74,0.006
IN,WHITE,18,181,3277,0.316,6974,0.673,115,0.011
IN,WHITLEY,18,183,3880,0.288,9512,0.706,89,0.007
IA,ADAIR,19,001,1844,0.431,2402,0.561,32,0.007
IA,ADAMS,19,003,977,0.42,1317,0.566,31,0.013
IA,ALLAMAKEE,19,005,3449,0.488,3530,0.5,83,0.012
IA,APPANOOSE,19,007,3063,0.475,3340,0.518,47,0.007
IA,AUDUBON,19,009,1608,0.448,1958,0.545,26,0.007
IA,BENTON,19,011,6747,0.5,6658,0.493,96,0.007
IA,BLACKHAWK,19,013,35392,0.554,28046,0.439,469,0.007
IA,BOONE,19,015,7027,0.502,6870,0.49,112,0.008
IA,BREMER,19,017,6025,0.471,6665,0.522,89,0.007
IA,BUCHANAN,19,019,5608,0.535,4797,0.458,70,0.007
IA,BUENAVISTA,19,021,3520,0.415,4887,0.576,83,0.01
IA,BUTLER,19,023,3001,0.401,4417,0.591,57,0.008
IA,CALHOUN,19,025,2243,0.405,3255,0.587,44,0.008
IA,CARROLL,19,027,4689,0.446,5762,0.548,73,0.007
IA,CASS,19,029,2679,0.355,4796,0.636,68,0.009
IA,CEDAR,19,031,4747,0.49,4869,0.502,78,0.008
IA,CERROGORDO,19,033,13372,0.545,10960,0.447,184,0.008
IA,CHEROKEE,19,035,2988,0.44,3758,0.553,50,0.007
IA,CHICKASAW,19,037,3708,0.545,3040,0.447,58,0.009
IA,CLARKE,19,039,2323,0.509,2200,0.482,43,0.009
IA,CLAY,19,041,3547,0.413,4898,0.57,143,0.017
IA,CLAYTON,19,043,4736,0.517,4312,0.47,120,0.013
IA,CLINTON,19,045,13813,0.56,10666,0.432,205,0.008
IA,CRAWFORD,19,047,3220,0.445,3955,0.546,67,0.009
IA,DALLAS,19,049,10917,0.415,15183,0.577,193,0.007
IA,DAVIS,19,051,1731,0.442,2148,0.548,39,0.01
IA,DECATUR,19,053,1859,0.463,2088,0.521,64,0.016
IA,DELAWARE,19,055,4227,0.459,4908,0.533,65,0.007
IA,DESMOINES,19,057,12456,0.597,8221,0.394,197,0.009
IA,DICKINSON,19,059,4140,0.433,5337,0.559,76,0.008
IA,DUBUQUE,19,061,26561,0.565,20100,0.427,382,0.008
IA,EMMET,19,063,2405,0.466,2697,0.523,54,0.01
IA,FAYETTE,19,065,5185,0.499,5128,0.493,79,0.008
IA,FLOYD,19,067,4349,0.533,3745,0.459,73,0.009
IA,FRANKLIN,19,069,2340,0.424,3128,0.567,53,0.01
IA,FREMONT,19,071,1510,0.386,2362,0.604,39,0.01
IA,GREENE,19,073,2459,0.481,2618,0.512,36,0.007
IA,GRUNDY,19,075,2386,0.348,4429,0.647,34,0.005
IA,GUTHRIE,19,077,2614,0.436,3325,0.555,55,0.009
IA,HAMILTON,19,079,3895,0.467,4367,0.524,73,0.009
IA,HANCOCK,19,081,2484,0.421,3368,0.57,53,0.009
IA,HARDIN,19,083,4015,0.449,4875,0.545,59,0.007
IA,HARRISON,19,085,2906,0.378,4680,0.609,94,0.012
IA,HENRY,19,087,4127,0.436,5220,0.552,110,0.012
IA,HOWARD,19,089,2614,0.557,2028,0.432,55,0.012
IA,HUMBOLDT,19,091,2146,0.401,3162,0.591,42,0.008
IA,IDA,19,093,1415,0.375,2342,0.621,17,0.005
IA,IOWA,19,095,3841,0.454,4544,0.537,69,0.008
IA,JACKSON,19,097,5656,0.565,4242,0.424,113,0.011
IA,JASPER,19,099,10430,0.52,9462,0.472,170,0.008
IA,JEFFERSON,19,101,4490,0.542,3648,0.441,143,0.017
IA,JOHNSON,19,103,41847,0.64,22715,0.347,811,0.012
IA,JONES,19,105,5054,0.507,4834,0.484,90,0.009
IA,KEOKUK,19,107,2294,0.419,3119,0.569,67,0.012
IA,KOSSUTH,19,109,4132,0.446,5042,0.545,84,0.009
IA,LEE,19,111,10152,0.568,7472,0.418,234,0.013
IA,LINN,19,113,60442,0.546,49442,0.446,856,0.008
IA,LOUISA,19,115,2297,0.467,2572,0.523,47,0.01
IA,LUCAS,19,117,1987,0.435,2543,0.556,41,0.009
IA,LYON,19,119,1303,0.214,4751,0.779,47,0.008
IA,MADISON,19,121,3380,0.422,4538,0.567,86,0.011
IA,MAHASKA,19,123,3790,0.353,6858,0.639,80,0.007
IA,MARION,19,125,6574,0.394,9990,0.598,132,0.008
IA,MARSHALL,19,127,9443,0.493,9557,0.499,164,0.009
IA,MILLS,19,129,2308,0.333,4556,0.656,76,0.011
IA,MITCHELL,19,131,2785,0.508,2646,0.483,49,0.009
IA,MONONA,19,133,2397,0.478,2575,0.513,46,0.009
IA,MONROE,19,135,1855,0.468,2067,0.522,41,0.01
IA,MONTGOMERY,19,137,1899,0.342,3601,0.648,56,0.01
IA,MUSCATINE,19,139,9542,0.51,9020,0.482,155,0.008
