STATE,COUNTY,STATE_FIPS,COUNTY_FIPS,KERRY_VOTES,KERRY_%,BUSH_VOTES,BUSH_%,OTHER_VOTES,OTHER_%
WA,DOUGLAS,53,017,4306,0.322,8900,0.666,166,0.012
WA,FERRY,53,019,1201,0.359,2019,0.604,121,0.036
WA,FRANKLIN,53,021,5188,0.321,10757,0.666,214,0.013
WA,GARFIELD,53,023,365,0.277,935,0.708,20,0.015
WA,GRANT,53,025,7779,0.299,17799,0.685,417,0.016
WA,GRAYSHARBOR,53,027,14583,0.522,12871,0.46,499,0.018
WA,ISLAND,53,029,18216,0.472,19754,0.512,589,0.015
WA,JEFFERSON,53,031,11610,0.624,6650,0.357,356,0.019
WA,KING,53,033,580378,0.65,301043,0.337,12113,0.014
WA,KITSAP,53,035,60796,0.513,55608,0.469,2049,0.017
WA,KITTITAS,53,037,6731,0.418,9052,0.563,301,0.019
WA,KLICKITAT,53,039,4036,0.437,5016,0.543,185,0.02
WA,LEWIS,53,041,10726,0.331,21042,0.649,660,0.02
WA,LINCOLN,53,043,1706,0.294,4015,0.691,90,0.015
WA,MASON,53,045,12894,0.508,11987,0.472,513,0.02
WA,OKANOGAN,53,047,6309,0.386,9636,0.59,397,0.024
WA,PACIFIC,53,049,5570,0.534,4634,0.444,227,0.022
WA,PENDOREILLE,53,051,2310,0.373,3693,0.596,195,0.031
WA,PIERCE,53,053,158231,0.505,150783,0.481,4317,0.014
WA,SANJUAN,53,055,6589,0.653,3290,0.326,209,0.021
WA,SKAGIT,53,057,25131,0.481,26139,0.5,960,0.018
WA,SKAMANIA,53,059,2374,0.46,2695,0.522,90,0.017
WA,SNOHOMISH,53,061,156468,0.53,134317,0.455,4212,0.014
WA,SPOKANE,53,063,87490,0.432,111606,0.551,3491,0.017
WA,STEVENS,53,065,6822,0.335,13015,0.64,503,0.025
WA,THURSTON,53,067,62650,0.555,47992,0.426,2147,0.019
WA,WAHKIAKUM,53,069,1021,0.457,1171,0.524,43,0.019
WA,WALLAWALLA,53,071,8257,0.36,14323,0.625,345,0.015
WA,WHATCOM,53,073,48268,0.534,40296,0.446,1830,0.02
WA,WHITMAN,53,075,8287,0.46,9397,0.522,328,0.018
WA,YAKIMA,53,077,28474,0.391,43352,0.596,964,0.013
WV,BARBOUR,54,001,2610,0.392,4004,0.602,41,0.006
WV,BERKELEY,54,003,12244,0.362,21293,0.63,241,0.007
WV,BOONE,54,005,5933,0.582,4207,0.413,58,0.006
WV,BRAXTON,54,007,3035,0.502,2986,0.493,30,0.005
WV,BROOKE,54,009,5493,0.51,5189,0.482,89,0.008
WV,CABELL,54,011,16583,0.437,21035,0.554,327,0.009
WV,CALHOUN,54,013,1266,0.438,1588,0.55,35,0.012
WV,CLAY,54,015,1835,0.451,2198,0.54,39,0.01
WV,DODDRIDGE,54,017,800,0.252,2362,0.744,11,0.003
WV,FAYETTE,54,019,8971,0.529,7881,0.465,114,0.007
WV,GILMER,54,021,1159,0.406,1665,0.584,28,0.01
WV,GRANT,54,023,963,0.191,4063,0.805,21,0.004
WV,GREENBRIER,54,025,6084,0.418,8358,0.575,105,0.007
WV,HAMPSHIRE,54,027,2455,0.307,5489,0.687,51,0.006
WV,HANCOCK,54,029,6906,0.482,7298,0.51,117,0.008
WV,HARDY,54,031,1617,0.306,3635,0.689,24,0.005
WV,HARRISON,54,033,13238,0.433,17111,0.56,229,0.007
WV,JACKSON,54,035,5384,0.409,7686,0.584,83,0.006
WV,JEFFERSON,54,037,9301,0.465,10539,0.527,149,0.007
WV,KANAWHA,54,039,43010,0.489,44430,0.505,482,0.005
WV,LEWIS,54,041,2475,0.354,4445,0.635,77,0.011
WV,LINCOLN,54,043,4048,0.487,4102,0.494,162,0.019
WV,LOGAN,54,045,7877,0.526,7047,0.47,63,0.004
WV,MCDOWELL,54,047,4501,0.617,2762,0.378,36,0.005
WV,MARION,54,049,12771,0.507,12150,0.482,267,0.011
WV,MARSHALL,54,051,6435,0.427,8516,0.565,121,0.008
WV,MASON,54,053,5408,0.451,6487,0.541,93,0.008
WV,MERCER,54,055,9178,0.41,13057,0.583,144,0.006
WV,MINERAL,54,057,3518,0.307,7854,0.685,87,0.008
WV,MINGO,54,059,5983,0.562,4612,0.433,60,0.006
WV,MONONGALIA,54,061,16313,0.476,17670,0.515,321,0.009
WV,MONROE,54,063,2311,0.388,3590,0.603,50,0.008
WV,MORGAN,54,065,2272,0.332,4511,0.659,63,0.009
WV,NICHOLAS,54,067,4788,0.463,5485,0.53,78,0.008
WV,OHIO,54,069,8543,0.419,11694,0.573,154,0.008
WV,PENDLETON,54,071,1381,0.39,2146,0.606,17,0.005
WV,PLEASANTS,54,073,1349,0.393,2061,0.6,25,0.007
WV,POCAHONTAS,54,075,1573,0.401,2295,0.586,50,0.013
WV,PRESTON,54,077,3963,0.332,7855,0.659,107,0.009
WV,PUTNAM,54,079,9301,0.37,15716,0.625,130,0.005
WV,RALEIGH,54,081,11815,0.387,18519,0.607,188,0.006
WV,RANDOLPH,54,083,4892,0.426,6512,0.567,80,0.007
WV,RITCHIE,54,085,1070,0.255,3086,0.736,39,0.009
WV,ROANE,54,087,2612,0.428,3440,0.564,48,0.008
WV,SUMMERS,54,089,2504,0.453,2978,0.539,42,0.008
WV,TAYLOR,54,091,2617,0.399,3893,0.594,41,0.006
WV,TUCKER,54,093,1400,0.389,2179,0.605,20,0.006
WV,TYLER,54,095,1401,0.33,2798,0.659,44,0.01
WV,UPSHUR,54,097,3034,0.326,6191,0.666,68,0.007
WV,WAYNE,54,099,8411,0.452,10070,0.541,128,0.007
WV,WEBSTER,54,101,1965,0.529,1724,0.464,24,0.006
WV,WETZEL,54,103,3330,0.473,3656,0.519,52,0.007
WV,WIRT,54,105,896,0.338,1727,0.651,31,0.012
WV,WOOD,54,107,14025,0.358,24948,0.636,250,0.006
WV,WYOMING,54,109,3694,0.424,4985,0.572,39,0.004
WI,ADAMS,55,001,5447,0.521,4890,0.468,119,0.011
WI,ASHLAND,55,003,5805,0.631,3313,0.36,81,0.009
WI,BARRON,55,005,11696,0.489,12030,0.503,211,0.009
WI,BAYFIELD,55,007,5845,0.603,3754,0.387,100,0.01
WI,BROWN,55,009,54935,0.446,67173,0.545,1186,0.01
WI,BUFFALO,55,011,3998,0.527,3502,0.461,91,0.012
WI,BURNETT,55,013,4499,0.483,4743,0.509,79,0.008
WI,CALUMET,55,015,10290,0.407,14721,0.582,265,0.01
WI,CHIPPEWA,55,017,14751,0.483,15450,0.506,323,0.011
WI,CLARK,55,019,6966,0.461,7966,0.527,193,0.013
WI,COLUMBIA,55,021,14300,0.484,14956,0.506,299,0.01
WI,CRAWFORD,55,023,4656,0.55,3680,0.435,123,0.015
WI,DANE,55,025,181052,0.66,90369,0.33,2828,0.01
WI,DODGE,55,027,16690,0.376,27201,0.614,445,0.01
WI,DOOR,55,029,8367,0.478,8910,0.509,214,0.012
WI,DOUGLAS,55,031,16537,0.657,8448,0.335,202,0.008
WI,DUNN,55,033,12039,0.52,10879,0.469,254,0.011
WI,EAUCLAIRE,55,035,30068,0.542,24653,0.445,716,0.013
WI,FLORENCE,55,037,993,0.365,1703,0.625,28,0.01
WI,FONDDULAC,55,039,19216,0.362,33291,0.628,529,0.01
WI,FOREST,55,041,2509,0.487,2608,0.506,36,0.007
WI,GRANT,55,043,12864,0.509,12208,0.483,192,0.008
WI,GREEN,55,045,9575,0.525,8497,0.466,176,0.01
WI,GREENLAKE,55,047,3605,0.354,6472,0.636,101,0.01
WI,IOWA,55,049,7122,0.568,5348,0.426,72,0.006
WI,IRON,55,051,1956,0.504,1884,0.486,39,0.01
WI,JACKSON,55,053,5249,0.54,4387,0.451,90,0.009
WI,JEFFERSON,55,055,17925,0.426,23776,0.565,414,0.01
WI,JUNEAU,55,057,5734,0.463,6473,0.523,172,0.014
WI,KENOSHA,55,059,40107,0.525,35587,0.466,734,0.01
WI,KEWAUNEE,55,061,5175,0.459,5970,0.53,128,0.011
WI,LACROSSE,55,063,33170,0.534,28289,0.455,677,0.011
WI,LAFAYETTE,55,065,4402,0.525,3929,0.468,57,0.007
WI,LANGLADE,55,067,4751,0.429,6235,0.563,88,0.008
WI,LINCOLN,55,069,7484,0.477,8024,0.511,192,0.012
WI,MANITOWOC,55,071,20652,0.468,23027,0.521,481,0.011
WI,MARATHON,55,073,30899,0.454,36394,0.535,766,0.011
WI,MARINETTE,55,075,10190,0.458,11866,0.533,214,0.01
WI,MARQUETTE,55,077,3785,0.447,4604,0.543,88,0.01
WI,MENOMINEE,55,078,1412,0.826,288,0.168,10,0.006
WI,MILWAUKEE,55,079,297653,0.617,180287,0.374,4296,0.009
WI,MONROE,55,081,8973,0.459,10375,0.531,206,0.011
WI,OCONTO,55,083,8534,0.431,11043,0.558,217,0.011
WI,ONEIDA,55,085,10464,0.475,11351,0.515,224,0.01
WI,OUTAGAMIE,55,087,40169,0.446,48903,0.543,978,0.011
WI,OZAUKEE,55,089,17714,0.334,34904,0.658,414,0.008
WI,PEPIN,55,091,2181,0.536,1853,0.456,32,0.008
WI,PIERCE,55,093,11176,0.511,10437,0.477,263,0.012
WI,POLK,55,095,11173,0.475,12095,0.515,235,0.01
WI,PORTAGE,55,097,21861,0.561,16546,0.425,554,0.014
WI,PRICE,55,099,4349,0.496,4312,0.492,102,0.012
WI,RACINE,55,101,48229,0.475,52456,0.516,884,0.009
WI,RICHLAND,55,103,4501,0.478,4836,0.513,83,0.009
WI,ROCK,55,105,46598,0.579,33151,0.412,730,0.009
WI,RUSK,55,107,3820,0.482,3985,0.503,122,0.015
WI,SAINTCROIX,55,109,18784,0.449,22679,0.542,372,0.009
WI,SAUK,55,111,15708,0.516,14415,0.474,294,0.01
WI,SAWYER,55,113,4411,0.467,4951,0.524,88,0.009
WI,SHAWANO,55,115,8657,0.412,12150,0.579,192,0.009
WI,SHEBOYGAN,55,117,27608,0.441,34458,0.55,559,0.009
WI,TAYLOR,55,119,3829,0.401,5582,0.585,132,0.014
WI,TREMPEALEAU,55,121,8075,0.574,5878,0.418,109,0.008
WI,VERNON,55,123,7924,0.534,6774,0.456,147,0.01
WI,VILAS,55,125,5713,0.408,8155,0.582,134,0.01
WI,WALWORTH,55,127,19177,0.396,28754,0.594,515,0.011
WI,WASHBURN,55,129,4705,0.492,4762,0.498,100,0.01
WI,WASHINGTON,55,131,21234,0.293,50641,0.699,592,0.008
WI,WAUKESHA,55,133,73626,0.32,154926,0.673,1811,0.008
WI,WAUPACA,55,135,10792,0.4,15941,0.591,241,0.009
WI,WAUSHARA,55,137,5257,0.429,6888,0.562,101,0.008
WI,WINNEBAGO,55,139,40943,0.462,46542,0.525,1111,0.013
WI,WOOD,55,141,18950,0.473,20592,0.514,529,0.013
WY,ALBANY,56,001,7117,0.428,9006,0.542,501,0.03
WY,BIGHORN,56,003,960,0.182,4232,0.801,91,0.017
WY,CAMPBELL,56,005,2464,0.163,12415,0.822,220,0.015
WY,CARBON,56,007,2158,0.305,4758,0.672,161,0.023
WY,CONVERSE,56,009,1184,0.207,4447,0.777,94,0.016
WY,CROOK,56,011,501,0.148,2836,0.835,59,0.017
WY,FREMONT,56,013,5338,0.312,11429,0.669,329,0.019
WY,GOSHEN,56,015,1566,0.271,4114,0.712,99,0.017
WY,HOTSPRINGS,56,017,623,0.251,1812,0.731,45,0.018
WY,JOHNSON,56,019,676,0.169,3231,0.81,84,0.021
WY,LARAMIE,56,021,13171,0.33,25951,0.651,757,0.019
WY,LINCOLN,56,023,1364,0.172,6423,0.812,127,0.016
WY,NATRONA,56,025,9863,0.308,21512,0.671,693,0.022
WY,NIOBRARA,56,027,230,0.175,1064,0.81,20,0.015
WY,PARK,56,029,3007,0.211,10917,0.767,307,0.022
WY,PLATTE,56,031,1328,0.29,3149,0.688,97,0.021
WY,SHERIDAN,56,033,4066,0.29,9689,0.691,274,0.02
WY,SUBLETTE,56,035,730,0.2,2847,0.78,74,0.02
WY,SWEETWATER,56,037,5208,0.32,10653,0.655,411,0.025
WY,TETON,56,039,5972,0.526,5124,0.451,263,0.023
WY,UINTA,56,041,1815,0.225,6081,0.753,185,0.023
WY,WASHAKIE,56,043,855,0.208,3200,0.778,59,0.014
WY,WESTON,56,045,580,0.171,2739,0.807,73,0.022
